SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,February-14-2020,Townhouse,3620 Whitworth Dr,Dublin,CA,94568,699950,2,2,Dublin Ranch,1320,,2004,296,530,225,Sold,,,http://www.redfin.com/CA/Dublin/3620-Whitworth-Dr-94568/home/22809845,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40894634,N,Y,37.708377,-121.867677
PAST SALE,December-31-2019,Single Family Residential,4256 Brindisi Pl,Pleasanton,CA,94566,2000000,5,3,Ruby Hill,3709,28760,2000,341,539,240,Sold,,,http://www.redfin.com/CA/Pleasanton/4256-Brindisi-Pl-94566/home/1205406,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40888409,N,Y,37.6313557,-121.8057912
PAST SALE,April-3-2020,Townhouse,3897 Brockton Dr,Pleasanton,CA,94588,575000,2,1.5,Fairlands Park,1120,787,1977,247,513,225,Sold,,,http://www.redfin.com/CA/Pleasanton/3897-Brockton-Dr-94588/home/1429825,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40896966,N,Y,37.7008366,-121.8682023
PAST SALE,March-3-2020,Single Family Residential,10 Foothill Pl,Pleasanton,CA,94588,1685000,4,4,Foothill Area,3686,20400,1985,278,457,,Sold,,,http://www.redfin.com/CA/Pleasanton/10-Foothill-Pl-94588/home/1200471,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40880193,N,Y,37.6525901,-121.9063745
PAST SALE,December-9-2019,Single Family Residential,1010 Lamb Ct,PLEASANTON,CA,94566,980000,4,2.5,PLEASANTON,2029,3654,1999,363,483,176,Sold,,,http://www.redfin.com/CA/Pleasanton/1010-Lamb-Ct-94566/home/1945035,MLSListings,ML81773845,N,Y,37.6662879,-121.8769628
PAST SALE,February-21-2020,Single Family Residential,1140 Tiffany Ln,Pleasanton,CA,94566,850000,3,2.5,Tiffany Lane,1708,2975,1986,289,498,200,Sold,,,http://www.redfin.com/CA/Pleasanton/1140-Tiffany-Ln-94566/home/1481496,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40887642,N,Y,37.668277,-121.878593
PAST SALE,December-13-2019,Condo/Co-op,2197 Arroyo Ct #4,Pleasanton,CA,94588,473000,2,1,Laguna Vista,810,,1971,359,584,340,Sold,,,http://www.redfin.com/CA/Pleasanton/2197-Arroyo-Ct-94588/unit-4/home/1197273,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40880426,N,Y,37.6509076,-121.9032625
PAST SALE,March-12-2020,Single Family Residential,3170 Gulfstream,Pleasanton,CA,94588,1220000,4,2.5,Pleasanton Mdws,2226,6201,1973,269,548,33,Sold,,,http://www.redfin.com/CA/Pleasanton/3170-Gulfstream-St-94588/home/1911489,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40894581,N,Y,37.6959798,-121.8660676
PAST SALE,March-23-2020,Townhouse,5567 Baldwin Way,Pleasanton,CA,94588,842000,3,2.5,Stoneridge,1614,2737,1991,258,522,415,Sold,,,http://www.redfin.com/CA/Pleasanton/5567-Baldwin-Way-94588/home/1960822,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40893139,N,Y,37.689239,-121.928114
PAST SALE,March-17-2020,Single Family Residential,2747 Huff Dr,PLEASANTON,CA,94588,1350000,5,3,PLEASANTON,2709,5127,1996,264,498,92,Sold,,,http://www.redfin.com/CA/Pleasanton/2747-Huff-Dr-94588/home/809811,MLSListings,ML81779187,N,Y,37.6930011,-121.8641553
PAST SALE,January-9-2020,Townhouse,7211 Valley View Ct,Pleasanton,CA,94588,798000,3,2.5,Stoneridge,1928,2660,1987,332,414,470,Sold,,,http://www.redfin.com/CA/Pleasanton/7211-Valley-View-Ct-94588/home/1991608,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40890107,N,Y,37.6878938,-121.9186385
PAST SALE,February-21-2020,Townhouse,5159 Oakdale Ct,Pleasanton,CA,94588,905000,3,2.5,Stoneridge Twnhm,1906,2660,1973,289,475,470,Sold,,,http://www.redfin.com/CA/Pleasanton/5159-Oakdale-Ct-94588/home/1171069,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40893821,N,Y,37.687796,-121.921157
PAST SALE,February-24-2020,Single Family Residential,6913 Corte Pacifica,Pleasanton,CA,94566,1067500,3,2,Ponderosa,1612,5250,1985,286,662,,Sold,,,http://www.redfin.com/CA/Pleasanton/6913-Corte-Pacifica-94566/home/1198969,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40892493,N,Y,37.6701513,-121.9087529
PAST SALE,February-28-2020,Townhouse,3038 Yuma Way,Pleasanton,CA,94588,555000,2,1,Las Positas Gdns,884,900,1971,282,628,292,Sold,,,http://www.redfin.com/CA/Pleasanton/3038-Yuma-Way-94588/home/1191391,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40891656,N,Y,37.689304,-121.879063
PAST SALE,February-28-2020,Townhouse,4164 Veneto Ct,Pleasanton,CA,94588,860000,3,2.5,Siena,1503,1184,1997,282,572,232,Sold,,,http://www.redfin.com/CA/Pleasanton/4164-Veneto-Ct-94588/home/769926,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40893154,N,Y,37.695019,-121.891894
PAST SALE,December-9-2019,Single Family Residential,708 Saint John Cir,Pleasanton,CA,94566,1395000,4,3,Downtown,2590,4926,1997,363,539,63,Sold,,,http://www.redfin.com/CA/Pleasanton/708-St-John-Cir-94566/home/1538708,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40888257,N,Y,37.6646702,-121.8792307
PAST SALE,March-24-2020,Single Family Residential,5553 CORTE SONORA,Pleasanton,CA,94566-5904,1410000,5,2.5,Del Prado,2630,6700,1968,257,536,,Sold,,,http://www.redfin.com/CA/Pleasanton/5553-Corte-Sonora-94566/home/1198029,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40896226,N,Y,37.6698059,-121.8903914
PAST SALE,January-24-2020,Single Family Residential,2539 Willowren Way,Pleasanton,CA,94566,1295000,4,2,Birdland,1894,6800,1968,317,684,,Sold,,,http://www.redfin.com/CA/Pleasanton/2539-Willowren-Way-94566/home/1194676,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40890133,N,Y,37.6783354,-121.8892131
PAST SALE,April-8-2020,Single Family Residential,1201 Machado Pl,PLEASANTON,CA,94566,3790000,6,7.5,PLEASANTON,7335,220849,2007,242,517,94,Sold,,,http://www.redfin.com/CA/Pleasanton/1201-Machado-Pl-94566/home/50264544,MLSListings,ML81783525,N,Y,37.656669,-121.823867
PAST SALE,March-31-2020,Single Family Residential,1793 Paseo Del Cajon,Pleasanton,CA,94566,1125000,3,2,Del Prado,1572,6914,1968,250,716,,Sold,,,http://www.redfin.com/CA/Pleasanton/1793-Paseo-del-Cajon-94566/home/1198021,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40896733,N,Y,37.6702652,-121.8911028
PAST SALE,December-27-2019,Single Family Residential,3259 Flemington Ct,Pleasanton,CA,94588,966000,4,2,Pleasanton Mdws,1956,6642,1971,345,494,31,Sold,,,http://www.redfin.com/CA/Pleasanton/3259-Flemington-Ct-94588/home/1880157,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40885361,N,Y,37.6958107,-121.8682468
PAST SALE,April-2-2020,Single Family Residential,2961 Amoroso Ct,Pleasanton,CA,94566,1969000,4,3.5,Vintage Heights,3911,19769,1990,248,503,,Sold,,,http://www.redfin.com/CA/Pleasanton/2961-Amoroso-Ct-94566/home/1640153,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40896777,N,Y,37.6614357,-121.8465425
PAST SALE,March-4-2020,Condo/Co-op,7306 Croy Ln,Dublin,CA,94568,757000,3,2.5,Ca Highlands,1387,,1999,277,546,325,Sold,,,http://www.redfin.com/CA/Dublin/7306-Croy-Ln-94568/home/1652687,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40894387,N,Y,37.699117,-121.956285
PAST SALE,February-13-2020,Condo/Co-op,839 Division St,Pleasanton,CA,94566,450000,2,1,Downtown,863,,1959,297,521,494,Sold,,,http://www.redfin.com/CA/Pleasanton/839-Division-St-94566/home/1483062,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40890983,N,Y,37.6651185,-121.8813509
PAST SALE,March-3-2020,Single Family Residential,1144 Tiffany Ln,Pleasanton,CA,94566,865000,3,2.5,Pleasanton Vally,1708,3150,1986,278,506,200,Sold,,,http://www.redfin.com/CA/Pleasanton/1144-Tiffany-Ln-94566/home/1185776,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40895332,N,Y,37.668271,-121.878474
PAST SALE,March-27-2020,Single Family Residential,4244 Garibaldi Pl,Pleasanton,CA,94566,960000,4,2.5,Kottinger Ranch,1857,2561,1993,254,517,181,Sold,,,http://www.redfin.com/CA/Pleasanton/4244-Garibaldi-Pl-94566/home/706592,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40896926,N,Y,37.653638,-121.859775
PAST SALE,December-18-2019,Townhouse,748 Saint Michael Cir,Pleasanton,CA,94566,755000,4,2.5,Vintage Terrace,1611,1986,1984,354,469,243,Sold,,,http://www.redfin.com/CA/Pleasanton/748-St-Michael-Cir-94566/home/1870592,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40888949,N,Y,37.6619228,-121.8546376
PAST SALE,April-22-2020,Single Family Residential,5719 Dakin Ct,Pleasanton,CA,94566,2000000,5,4.5,Sycamore Heights,3933,15025,2006,228,509,124,Sold,,,http://www.redfin.com/CA/Pleasanton/5719-Dakin-Ct-94566/home/12114498,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40899075,N,Y,37.6436587,-121.8682023
PAST SALE,April-17-2020,Single Family Residential,1445 Freeman Ln,Pleasanton,CA,94566,1290000,3,3,Town Square,3162,2280,2015,233,408,271,Sold,,,http://www.redfin.com/CA/Pleasanton/1445-Freeman-Ln-94566/home/95474837,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40898842,N,Y,37.6532162,-121.8959046
PAST SALE,February-4-2020,Condo/Co-op,2122 Arroyo Ct #2,Pleasanton,CA,94588,460000,2,1,Laguna Vista,903,,1972,306,509,340,Sold,,,http://www.redfin.com/CA/Pleasanton/2122-Arroyo-Ct-94588/unit-2/home/1110921,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40882974,N,Y,37.6496407,-121.9029958
PAST SALE,January-22-2020,Single Family Residential,4227 Diavila Ave,Pleasanton,CA,94588,1110000,3,2.5,Belevedere,1850,3286,1993,319,600,150,Sold,,,http://www.redfin.com/CA/Pleasanton/4227-Diavila-Ave-94588/home/2012665,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40890168,N,Y,37.6889011,-121.8744281
PAST SALE,April-6-2020,Single Family Residential,4255 Trolan Ln,DUBLIN,CA,94568,1100000,3,3.5,DUBLIN,2446,3053,2016,244,450,220,Sold,,,http://www.redfin.com/CA/Dublin/4255-Trolan-Ln-94568/home/112887270,MLSListings,ML81786406,N,Y,37.737548,-121.8762349
PAST SALE,February-13-2020,Single Family Residential,751 Clara Ln,Pleasanton,CA,94566,1830000,4,3,Pleasanton,4544,65971,1986,297,403,,Sold,,,http://www.redfin.com/CA/Pleasanton/751-Clara-Ln-94566/home/1956888,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40886531,N,Y,37.6623324,-121.842269
PAST SALE,February-13-2020,Single Family Residential,4975 Drywood St,Pleasanton,CA,94588,1155000,4,2,Stoneridge,2201,7029,1969,297,525,,Sold,,,http://www.redfin.com/CA/Pleasanton/4975-Drywood-St-94588/home/1110212,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40890646,N,Y,37.6840313,-121.9212219
PAST SALE,May-8-2020,Single Family Residential,6786 Rancho Ct,PLEASANTON,CA,94588,1000000,3,2,PLEASANTON,1372,6200,1971,212,729,,Sold,,,http://www.redfin.com/CA/Pleasanton/6786-Rancho-Ct-94588/home/1888568,MLSListings,ML81784569,N,Y,37.6809226,-121.9118647
PAST SALE,April-7-2020,Single Family Residential,7450 Alder Ct,Pleasanton,CA,94588,1351000,4,3,Oak Hills,2337,6030,1975,243,578,44,Sold,,,http://www.redfin.com/CA/Pleasanton/7450-Alder-Ct-94588/home/1866230,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40896117,N,Y,37.6748028,-121.9153543
PAST SALE,January-15-2020,Single Family Residential,5130 Angelico Ct,Pleasanton,CA,94588,1100000,4,2.5,Avila,1929,3333,1997,326,570,190,Sold,,,http://www.redfin.com/CA/Pleasanton/5130-Angelico-Ct-94588/home/1180691,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40888802,N,Y,37.6930486,-121.8892353
PAST SALE,January-22-2020,Single Family Residential,3611 CAMERON Ave,Pleasanton,CA,94588,1900000,4,3,Mohr Estates,3385,37828,1988,319,561,,Sold,,,http://www.redfin.com/CA/Pleasanton/3611-Cameron-Ave-94588/home/1217858,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40882827,N,Y,37.685375,-121.863033
PAST SALE,May-7-2020,Single Family Residential,4338 Diavila Ave,Pleasanton,CA,94588,1185000,3,2.5,Belvedere,1777,3347,1993,213,667,150,Sold,,,http://www.redfin.com/CA/Pleasanton/4338-Diavila-Ave-94588/home/1187260,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40897936,N,Y,37.6885983,-121.8764292
PAST SALE,January-31-2020,Single Family Residential,11432 Betlen Dr,Dublin,CA,94568,1205000,5,3,Briar Hills,2300,10156,1965,310,524,,Sold,,,http://www.redfin.com/CA/Dublin/11432-Betlen-Dr-94568/home/1993773,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40891679,N,Y,37.7004476,-121.9465778
PAST SALE,April-8-2020,Single Family Residential,4954 Drywood St,Pleasanton,CA,94588,1300000,4,2,Muirwood,2004,7700,1968,242,649,,Sold,,,http://www.redfin.com/CA/Pleasanton/4954-Drywood-St-94588/home/1587996,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40898400,N,Y,37.6836998,-121.9215775
PAST SALE,March-24-2020,Single Family Residential,17 Fairway Ln,Pleasanton,CA,94566,1460000,4,4,Castlewood,3046,21586,1962,257,479,8,Sold,,,http://www.redfin.com/CA/Pleasanton/17-Fairway-Ln-94566/home/2025143,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40895360,N,Y,37.6344828,-121.899328
PAST SALE,April-30-2020,Single Family Residential,3814 Stanley Blvd,Pleasanton,CA,94566,1150000,4,3,Pleasanton,2301,2495,2019,220,500,189,Sold,,,http://www.redfin.com/CA/Pleasanton/3814-Stanley-Blvd-94566/home/163836812,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40862861,N,Y,37.6674098,-121.8649389
PAST SALE,May-12-2020,Single Family Residential,1931 Paseo Del Cajon,Pleasanton,CA,94566,1301500,5,3.5,Del Prado,2292,7568,1971,208,568,,Sold,,,http://www.redfin.com/CA/Pleasanton/1931-Paseo-del-Cajon-94566/home/1185804,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40898892,N,Y,37.6681355,-121.8903469
PAST SALE,April-15-2020,Single Family Residential,5959 Bryce Canyon Ct,Pleasanton,CA,94588,1100000,3,3,Alameda,1744,9767,1971,235,631,,Sold,,,http://www.redfin.com/CA/Pleasanton/5959-Bryce-Canyon-Ct-94588/home/1659396,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40892580,N,Y,37.6786795,-121.9021733
PAST SALE,January-8-2020,Single Family Residential,4303 Trolan Ln,DUBLIN,CA,94568,1188000,4,4,DUBLIN,2906,3083,2017,333,409,210,Sold,,,http://www.redfin.com/CA/Dublin/4303-Trolan-Ln-94568/home/112887340,MLSListings,ML81776784,N,Y,37.7377001,-121.8767202
PAST SALE,April-6-2020,Single Family Residential,4738 Sutter Gate Ave,Pleasanton,CA,94566,1230000,4,3,The Gates,1989,7545,1984,244,618,,Sold,,,http://www.redfin.com/CA/Pleasanton/4738-Sutter-Gate-Ave-94566/home/1640027,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40898092,N,Y,37.6853978,-121.8810983
PAST SALE,April-15-2020,Single Family Residential,7105 Mei Fong Ct,DUBLIN,CA,94568,1479000,4,3,DUBLIN,3706,4626,2017,235,399,232,Sold,,,http://www.redfin.com/CA/Dublin/7105-Mei-Fong-Ct-94568/home/112887269,MLSListings,ML81785313,N,Y,37.7341271,-121.8769136
PAST SALE,December-10-2019,Townhouse,4426 Yuma Ct,Pleasanton,CA,94588,630000,3,1.5,Las Positas Gdns,1130,901,1971,362,558,285,Sold,,,http://www.redfin.com/CA/Pleasanton/4426-Yuma-Ct-94588/home/1110797,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40886943,N,Y,37.689474,-121.87909
PAST SALE,May-22-2020,Single Family Residential,51 Huested St,Pleasanton,CA,94566,995000,4,3.5,Pleasanton,2066,1513,2019,198,482,189,Sold,,,http://www.redfin.com/CA/Pleasanton/51-Huested-St-94566/home/168832929,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40876657,N,Y,37.66725,-121.864042
PAST SALE,December-27-2019,Townhouse,3837 Brockton Dr,Pleasanton,CA,94588,610000,3,1.5,Fairlands Park,1242,866,1977,345,491,225,Sold,,,http://www.redfin.com/CA/Pleasanton/3837-Brockton-Dr-94588/home/803171,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40885389,N,Y,37.7004632,-121.8681689
PAST SALE,March-26-2020,Multi-Family (2-4 Unit),4162 Garibaldi Pl,Pleasanton,CA,94566,910000,3,2.5,Kottinger Ranch,1666,2932,1991,255,546,175,Sold,,,http://www.redfin.com/CA/Pleasanton/4162-Garibaldi-Pl-94566/home/1922831,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40894545,N,Y,37.653726,-121.860139
PAST SALE,March-19-2020,Single Family Residential,5588 San Juan Way,Pleasanton,CA,94566,1120000,3,2,Mission Park,1672,6825,1963,262,670,,Sold,,,http://www.redfin.com/CA/Pleasanton/5588-San-Juan-Way-94566/home/1202321,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40893102,N,Y,37.6484882,-121.8762291
PAST SALE,May-28-2020,Townhouse,3941 Vine St,Pleasanton,CA,94566,645000,2,2.5,Birch Creek,1221,1153,1985,192,528,379,Sold,,,http://www.redfin.com/CA/Pleasanton/3941-Vine-St-94566/home/1612918,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40901874,N,Y,37.664614,-121.8646456
PAST SALE,February-3-2020,Single Family Residential,916 Mingoia St,Pleasanton,CA,94566,2100000,5,4.5,Avignon,3892,13390,2007,307,540,92,Sold,,,http://www.redfin.com/CA/Pleasanton/916-Mingoia-St-94566/home/17186535,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40893136,N,Y,37.6571351,-121.8255237
PAST SALE,March-20-2020,Single Family Residential,4401 Sutter Gate Ave,Pleasanton,CA,94566,1189000,4,2,The Gates,2228,7964,1980,261,534,,Sold,,,http://www.redfin.com/CA/Pleasanton/4401-Sutter-Gate-Ave-94566/home/1530693,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40894611,N,Y,37.6854862,-121.8773853
PAST SALE,April-10-2020,Single Family Residential,3545 Ballantyne Dr,Pleasanton,CA,94588,1240000,4,2,Pleasant Meadows,1895,6500,1987,240,654,,Sold,,,http://www.redfin.com/CA/Pleasanton/3545-Ballantyne-Dr-94588/home/1998411,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40894080,N,Y,37.6966657,-121.8605529
PAST SALE,April-28-2020,Single Family Residential,455 E Angela,Pleasanton,CA,94566,999000,3,2,Downtown Pleas.,1215,5600,1943,222,822,,Sold,,,http://www.redfin.com/CA/Pleasanton/455-E-Angela-St-94566/home/1488589,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40894474,N,Y,37.6567699,-121.8720268
PAST SALE,March-24-2020,Single Family Residential,2717 Camino Casa Buena,Pleasanton,CA,94566,1381000,4,2,Ponderosa,2067,6670,1991,257,668,,Sold,,,http://www.redfin.com/CA/Pleasanton/2717-Camino-Casa-Buena-94566/home/2044409,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40895183,N,Y,37.6705094,-121.9022845
PAST SALE,January-27-2020,Single Family Residential,5927 Sterling Greens Cir,Pleasanton,CA,94566,1764000,5,4,Canyon Oaks,4061,7795,2004,314,434,54,Sold,,,http://www.redfin.com/CA/Pleasanton/5927-Sterling-Greens-Cir-94566/home/1415154,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40889492,N,Y,37.6491609,-121.8879904
PAST SALE,April-20-2020,Single Family Residential,702 Sylvaner Dr,Pleasanton,CA,94566,1225000,4,2.5,Vintage Hills,2050,11100,1973,230,598,,Sold,,,http://www.redfin.com/CA/Pleasanton/702-Sylvaner-Dr-94566/home/1093556,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40896150,N,Y,37.6630348,-121.8495672
PAST SALE,March-6-2020,Townhouse,1497 Purisima Ter,Pleasanton,CA,94588,988800,4,4.5,Pleasanton,1948,,2018,275,508,212,Sold,,,http://www.redfin.com/CA/Pleasanton/1497-Purisima-Ter-94588/home/143115767,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40893864,N,Y,37.683641,-121.895079
PAST SALE,February-25-2020,Single Family Residential,4949 Dolores Dr,Pleasanton,CA,94566,1725000,4,3,Pleasanton Hills,2985,12290,1985,285,578,63,Sold,,,http://www.redfin.com/CA/Pleasanton/4949-Dolores-Dr-94566/home/1584193,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40892542,N,Y,37.6531522,-121.8757177
PAST SALE,February-27-2020,Single Family Residential,4635 Whiting St,Pleasanton,CA,94566,1575000,3,3,Down Town,2076,5200,2006,283,759,,Sold,,,http://www.redfin.com/CA/Pleasanton/4635-Whiting-St-94566/home/1997670,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40893957,N,Y,37.6564678,-121.8721602
PAST SALE,April-7-2020,Single Family Residential,3002 Calle De La Mesa,Pleasanton,CA,94566,1062000,4,2,County Fair,1944,6917,1986,243,546,,Sold,,,http://www.redfin.com/CA/Pleasanton/3002-Calle-de-la-Mesa-94566/home/1198996,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40897095,N,Y,37.6706282,-121.9067968
PAST SALE,March-31-2020,Townhouse,4587 Shawnee Way,Pleasanton,CA,94588,650000,3,1.5,Las Positas Gdns,1130,901,1971,250,575,285,Sold,,,http://www.redfin.com/CA/Pleasanton/4587-Shawnee-Way-94588/home/1866766,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40898053,N,Y,37.691531,-121.880486
PAST SALE,April-30-2020,Single Family Residential,4567 Tahoe Ct,Pleasanton,CA,94566,974500,3,2,Birdland,1341,6954,1971,220,727,,Sold,,,http://www.redfin.com/CA/Pleasanton/4567-Tahoe-Ct-94566/home/1490155,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40898594,N,Y,37.6833571,-121.8790528
PAST SALE,April-30-2020,Single Family Residential,4521 Tahoe Ct,Pleasanton,CA,94566,1200000,4,2,Willow West,2019,7036,1971,220,594,,Sold,,,http://www.redfin.com/CA/Pleasanton/4521-Tahoe-Ct-94566/home/1878570,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40902455,N,Y,37.6834174,-121.8785414
PAST SALE,April-16-2020,Single Family Residential,4792 Canary Dr,Pleasanton,CA,94566,1320000,4,2,Birdland,2112,7992,1967,234,625,,Sold,,,http://www.redfin.com/CA/Pleasanton/4792-Canary-Dr-94566/home/590640,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40898058,N,Y,37.6778203,-121.8814762
PAST SALE,February-20-2020,Single Family Residential,2320 Fairfield Ct,Pleasanton,CA,94566,1100000,3,2,Pleasanton Vally,1540,6890,1968,290,714,,Sold,,,http://www.redfin.com/CA/Pleasanton/2320-Fairfield-Ct-94566/home/1852904,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40893135,N,Y,37.6756302,-121.8909916
PAST SALE,March-2-2020,Single Family Residential,5719 Dimas Ct,Pleasanton,CA,94566,1609125,4,5.5,Sycamore Heights,4959,15141,2006,279,324,130,Sold,,,http://www.redfin.com/CA/Pleasanton/5719-Dimas-Ct-94566/home/12114494,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40877645,N,Y,37.6436266,-121.8673129
PAST SALE,December-9-2019,Single Family Residential,7899 Medinah Ct,Pleasanton,CA,94588,1285000,3,3,Pleasanton,2520,5944,1994,363,510,380,Sold,,,http://www.redfin.com/CA/Pleasanton/7899-Medinah-Ct-94588/home/1198367,CRMLS,OR19194340,N,Y,37.6479638,-121.90204
PAST SALE,March-2-2020,Condo/Co-op,2216 Segundo Ct #1,Pleasanton,CA,94588,505000,2,1,Laguna Vista Est,810,,1972,279,623,350,Sold,,,http://www.redfin.com/CA/Pleasanton/2216-Segundo-Ct-94588/unit-1/home/1919622,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40892612,N,Y,37.6492803,-121.9040765
PAST SALE,March-13-2020,Single Family Residential,3636 CAMELOT Ct,Pleasanton,CA,94588-3409,1300000,4,3,Pleasant Meadows,2538,6272,1970,268,512,31,Sold,,,http://www.redfin.com/CA/Pleasanton/3636-Camelot-Ct-94588/home/1282695,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40894537,N,Y,37.6982674,-121.8718934
PAST SALE,April-28-2020,Single Family Residential,1104 Concord St,Pleasanton,CA,94566,1225000,4,2.5,Vintage Hills,2021,12670,1969,222,606,,Sold,,,http://www.redfin.com/CA/Pleasanton/1104-Concord-St-94566/home/647294,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40896969,N,Y,37.6561157,-121.8549045
PAST SALE,April-30-2020,Single Family Residential,7756 Oak Creek Ct,Pleasanton,CA,94588,1250000,4,2.5,Pleasanton,2319,6030,1970,220,539,44,Sold,,,http://www.redfin.com/CA/Pleasanton/7756-Oak-Creek-Ct-94588/home/1429212,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40897129,N,Y,37.6740274,-121.9178658
PAST SALE,April-4-2020,Single Family Residential,3732 Florian St,Pleasanton,CA,94588,1060000,3,2.5,Avila,1719,2856,1997,246,617,190,Sold,,,http://www.redfin.com/CA/Pleasanton/3732-Florian-St-94588/home/706210,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40891676,N,Y,37.6926049,-121.889591
PAST SALE,December-20-2019,Single Family Residential,5480 Greenfield Way,Pleasanton,CA,94566,1210000,5,3,Pleasanton Vally,2587,6500,1966,352,468,,Sold,,,http://www.redfin.com/CA/Pleasanton/5480-Greenfield-Way-94566/home/1878543,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40884606,N,Y,37.6736585,-121.8898356
PAST SALE,May-28-2020,Single Family Residential,3838 Stanley Blvd,Pleasanton,CA,94566,1200000,4,3,Pleasanton,2434,3445,2019,192,493,189,Sold,,,http://www.redfin.com/CA/Pleasanton/3838-Stanley-Blvd-94566/home/168832942,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40889305,N,Y,37.6670486,-121.8654392
PAST SALE,January-31-2020,Single Family Residential,892 Chateau Heights Ct,Pleasanton,CA,94566,2045000,5,4.5,Pleasanton,4183,26552,2007,310,489,100,Sold,,,http://www.redfin.com/CA/Pleasanton/892-Chateau-Heights-Ct-94566/home/17186864,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40890262,N,Y,37.6602657,-121.831307
