SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,July-30-2020,Single Family Residential,701 Charlton Dr,Pleasant Hill,CA,94523,837000,3,1,Pleasant Hill,1460,9996,1949,127,573,,Sold,,,http://www.redfin.com/CA/Pleasant-Hill/701-Charlton-Dr-94523/home/839648,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40909552,N,Y,37.9395024,-122.0822132
PAST SALE,July-29-2020,Single Family Residential,133 Belle Ave,Pleasant Hill,CA,94523,985000,3,2,Graceland Walnut,1862,6840,1952,128,529,,Sold,,,http://www.redfin.com/CA/Pleasant-Hill/133-Belle-Ave-94523/home/1939152,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40909582,N,Y,37.9283485,-122.075977
PAST SALE,July-23-2020,Single Family Residential,13 Windhaven Ct,Pleasant Hill,CA,94523,1025000,4,3,Valley High,2098,18275,1966,134,489,,Sold,,,http://www.redfin.com/CA/Pleasant-Hill/13-Windhaven-Ct-94523/home/1292962,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40910063,N,Y,37.9715141,-122.0971255
PAST SALE,,Condo/Co-op,1 Chorley Walk,Pleasant Hill,CA,94523,196500,3,3,,1708,,1983,,115,,,,,http://www.redfin.com/CA/Pleasant-Hill/1-Chorley-Walk-94523/home/808702,,,N,Y,37.955842,-122.0874659
PAST SALE,,Single Family Residential,142 Vivian Dr,Pleasant Hill,CA,94523,750000,3,1,,1042,7300,1950,,720,,,,,http://www.redfin.com/CA/Pleasant-Hill/142-Vivian-Dr-94523/home/1046808,,,N,Y,37.9518493,-122.0648574
PAST SALE,August-6-2020,Condo/Co-op,3 Mozden Ln,Pleasant Hill,CA,94563,514000,2,2.5,Two Worlds,1296,,1980,120,397,519,Sold,,,http://www.redfin.com/CA/Pleasant-Hill/3-Mozden-Ln-94523/home/1012817,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40906563,N,Y,37.948815,-122.063949
PAST SALE,July-30-2020,Condo/Co-op,30 MOZDEN Ln,Pleasant Hill,CA,94523,525000,2,2.5,Two Worlds,1296,,1980,127,405,432,Sold,,,http://www.redfin.com/CA/Pleasant-Hill/30-Mozden-Ln-94523/home/809505,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40906423,N,Y,37.948224,-122.063237
PAST SALE,August-31-2020,Condo/Co-op,48 Mozden Ln,Pleasant Hill,CA,94523,555000,2,2,Two Worlds,1215,,1980,95,457,427,Sold,,,http://www.redfin.com/CA/Pleasant-Hill/48-Mozden-Ln-94523/home/1152330,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40914184,N,Y,37.9481879,-122.0628947
PAST SALE,June-25-2020,Condo/Co-op,63 Massolo Dr Unit H,Pleasant Hill,CA,94523,441000,2,2,Quietwood,973,,1980,162,453,317,Sold,,,http://www.redfin.com/CA/Pleasant-Hill/63-Massolo-Dr-94523/unit-H/home/1566084,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40907176,N,Y,37.957076,-122.059281
PAST SALE,June-15-2020,Single Family Residential,1981 Pleasant Hill Rd,Pleasant Hill,CA,94523,765000,3,3,Wedgewood Acres,1625,8175,1950,172,471,,Sold,,,http://www.redfin.com/CA/Pleasant-Hill/1981-Pleasant-Hill-Rd-94523/home/1541131,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40900749,N,Y,37.9358844,-122.0819913
PAST SALE,June-23-2020,Single Family Residential,190 Margie Dr,Pleasant Hill,CA,94523,830000,3,2,Gregory Gardens,1675,6600,1950,164,496,,Sold,,,http://www.redfin.com/CA/Pleasant-Hill/190-Margie-Dr-94523/home/802831,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40909652,N,Y,37.9544561,-122.065834
PAST SALE,July-24-2020,Single Family Residential,1984 Maybelle Dr,Pleasant Hill,CA,94523,935000,3,2,Gregory Gardens,1765,7275,1949,133,530,,Sold,,,http://www.redfin.com/CA/Pleasant-Hill/1984-Maybelle-Dr-94523/home/806502,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40906840,N,Y,37.9506095,-122.0729808
PAST SALE,July-15-2020,Single Family Residential,85 Monte Cresta Ave,Pleasant Hill,CA,94523,1036000,3,2.5,Poets Corner,1833,8000,1953,142,565,,Sold,,,http://www.redfin.com/CA/Pleasant-Hill/85-Monte-Cresta-Ave-94523/home/1842547,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40908277,N,Y,37.9357752,-122.0706504
PAST SALE,September-25-2020,Single Family Residential,120 Random Way,Pleasant Hill,CA,94523,1201000,4,3,Sherwood Heights,1815,9500,1955,70,662,,Sold,,,http://www.redfin.com/CA/Pleasant-Hill/120-Random-Way-94523/home/842921,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40918273,N,Y,37.934377,-122.0873174
PAST SALE,November-2-2020,Single Family Residential,101 Polley Ln,Pleasant Hill,CA,94523-4625,985000,2,2,Graceland Walnut,1645,14810,1948,32,599,,Sold,,,http://www.redfin.com/CA/Pleasant-Hill/101-Polley-Ln-94523/home/1595766,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40921273,N,Y,37.9298417,-122.0778634
PAST SALE,November-9-2020,Single Family Residential,15 Via La Cumbre,Lafayette,CA,94549,1360000,4,3,Brookwood,3090,33977,1986,25,440,,Sold,,,http://www.redfin.com/CA/Lafayette/15-Via-La-Cumbre-94549/home/827827,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40918647,N,Y,37.9340177,-122.0918665
PAST SALE,November-12-2020,Single Family Residential,1686 Pleasant Hill Rd,Pleasant Hill,CA,94523,800000,2,1,Pleasant Hill,1078,17250,1950,22,742,,Sold,,,http://www.redfin.com/CA/Pleasant-Hill/1686-Pleasant-Hill-Rd-94523/home/852055,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40923329,N,Y,37.9293145,-122.0862744
PAST SALE,November-19-2020,Single Family Residential,6 Saint Lawrence Ct,Pleasant Hill,CA,94523,980000,4,3.5,Pleasant Hill,2900,7950,1918,15,338,,Sold,,,http://www.redfin.com/CA/Pleasant-Hill/6-St-Lawrence-Ct-94523/home/808156,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40914543,N,Y,37.9344832,-122.0645467
PAST SALE,September-24-2020,Townhouse,355 Scottsdale Rd,Pleasant Hill,CA,94523,645000,3,2.5,Tres Lagos,1583,1601,1981,71,407,435,Sold,,,http://www.redfin.com/CA/Pleasant-Hill/355-Scottsdale-Rd-94523/home/975069,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40916165,N,Y,37.9775149,-122.073053
PAST SALE,July-17-2020,Single Family Residential,16 Topsail Ct,Pleasant Hill,CA,94523,755000,3,2,Shadowood,1580,6270,1978,140,478,72,Sold,,,http://www.redfin.com/CA/Pleasant-Hill/16-Topsail-Ct-94523/home/1639861,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40905817,N,Y,37.9806185,-122.0729364
PAST SALE,September-1-2020,Single Family Residential,2 Wildwood Pl,Pleasant Hill,CA,94523,1000000,4,2.5,Pleasant Hill,2110,7304,1977,94,474,,Sold,,,http://www.redfin.com/CA/Pleasant-Hill/2-Wildwood-Pl-94523/home/1856804,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40912725,N,Y,37.927088,-122.0885157
PAST SALE,,Single Family Residential,401 Maureen Ln,Pleasant Hill,CA,94523,812000,4,3,,1602,7875,1950,,507,,,,,http://www.redfin.com/CA/Pleasant-Hill/401-Maureen-Ln-94523/home/1046952,,,N,Y,37.9533218,-122.074712
PAST SALE,August-14-2020,Single Family Residential,1960 Helen Rd,Pleasant Hill,CA,94523,957500,4,2,Gregory Gardens,2102,7875,1950,112,456,,Sold,,,http://www.redfin.com/CA/Pleasant-Hill/1960-Helen-Rd-94523/home/877983,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40908083,N,Y,37.9512373,-122.074712
PAST SALE,September-10-2020,Single Family Residential,201 Netherby Pl,Pleasant Hill,CA,94523,891000,4,3,Madeira Heights,2213,10000,1988,85,403,100,Sold,,,http://www.redfin.com/CA/Pleasant-Hill/201-Netherby-Pl-94523/home/790021,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40906781,N,Y,37.9714504,-122.0881606
PAST SALE,,Single Family Residential,11 Paddock Ct,Pleasant Hill,CA,94523,680000,3,2,,1862,9100,1981,,365,,,,,http://www.redfin.com/CA/Pleasant-Hill/11-Paddock-Ct-94523/home/591392,,,N,Y,37.9637439,-122.096371
PAST SALE,July-22-2020,Single Family Residential,1903 Pleasant Hill Rd,Pleasant Hill,CA,94523,925000,3,2,Pleasant Hill,2134,10000,1972,135,433,,Sold,,,http://www.redfin.com/CA/Pleasant-Hill/1903-Pleasant-Hill-Rd-94523/home/1541074,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40908976,N,Y,37.9343207,-122.0835226
PAST SALE,June-29-2020,Single Family Residential,436 Minton Ct,Pleasant Hill,CA,94523,939000,3,2,Pleasant Hill,1612,7500,1950,158,583,,Sold,,,http://www.redfin.com/CA/Pleasant-Hill/436-Minton-Ct-94523/home/1152996,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40897971,N,Y,37.9354785,-122.0838776
PAST SALE,July-10-2020,Single Family Residential,66 Dublin Dr,Pleasant Hill,CA,94523,1005000,4,2.5,Shannon Hills,2038,9720,1969,147,493,,Sold,,,http://www.redfin.com/CA/Pleasant-Hill/66-Dublin-Dr-94523/home/1719804,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40908680,N,Y,37.9539661,-122.0909567
PAST SALE,July-22-2020,Townhouse,714 Poppy Pl,Pleasant Hill,CA,94523,715000,3,2,Wildflower,1663,2131,1984,135,430,380,Sold,,,http://www.redfin.com/CA/Pleasant-Hill/714-Poppy-Pl-94523/home/1708448,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40909103,N,Y,37.9635309,-122.0919331
PAST SALE,July-1-2020,Single Family Residential,1778 Shirley Dr,Pleasant Hill,CA,94523,825000,3,2,Gregory Gardens,1304,7500,1950,156,633,,Sold,,,http://www.redfin.com/CA/Pleasant-Hill/1778-Shirley-Dr-94523/home/1731371,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40905597,N,Y,37.9560075,-122.0612172
PAST SALE,July-13-2020,Townhouse,518 Ridgeview Ct,Pleasant Hill,CA,94523-1024,665000,3,2.5,Ridgeview,1667,1400,1972,144,399,390,Sold,,,http://www.redfin.com/CA/Pleasant-Hill/518-Ridgeview-Ct-94523/home/813700,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40905827,N,Y,37.971095,-122.093295
PAST SALE,August-18-2020,Townhouse,473 Ridgeview Dr,Pleasant Hill,CA,94523,580000,2,1.5,Ridgeview,1169,1400,1972,108,496,390,Sold,,,http://www.redfin.com/CA/Pleasant-Hill/473-Ridgeview-Dr-94523/home/1665517,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40911464,N,Y,37.971777,-122.092392
PAST SALE,July-15-2020,Single Family Residential,204 Poshard St,Pleasant Hill,CA,94523,730000,3,3,Poets Corner,2300,16324,1949,142,317,,Sold,,,http://www.redfin.com/CA/Pleasant-Hill/204-Poshard-St-94523/home/804061,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40909280,N,Y,37.9410959,-122.072315
PAST SALE,August-25-2020,Townhouse,73 Matisse Ct,Pleasant Hill,CA,94523,727000,3,2.5,Pleasant Hill,1676,1410,2002,101,434,327,Sold,,,http://www.redfin.com/CA/Pleasant-Hill/73-Matisse-Ct-94523/home/801802,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40914223,N,Y,37.9391261,-122.0632096
PAST SALE,July-31-2020,Single Family Residential,338 Scarlet Oak Ct,Pleasant Hill,CA,94523,755000,4,2.5,Pleasant Hill,1718,5040,1988,126,439,26,Sold,,,http://www.redfin.com/CA/Pleasant-Hill/338-Scarlet-Oak-Ct-94523/home/1083268,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40908488,N,Y,37.9804047,-122.076088
PAST SALE,August-20-2020,Single Family Residential,14 Saint Lawrence Ct,Pleasant Hill,CA,94523,925000,3,2,Pleasant Hill,1451,7980,1960,106,637,,Sold,,,http://www.redfin.com/CA/Pleasant-Hill/14-St-Lawrence-Ct-94523/home/1626116,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40913818,N,Y,37.9341513,-122.0644135
PAST SALE,August-17-2020,Townhouse,225 Mayhew Way #4,Walnut Creek,CA,94597,575000,2,1.5,Walnut Square,1196,,1983,109,481,502,Sold,,,http://www.redfin.com/CA/Walnut-Creek/225-Mayhew-Way-94597/unit-4/home/1362910,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40913848,N,Y,37.9369995,-122.05179
PAST SALE,November-23-2020,Single Family Residential,27 Belmont Ct,Pleasant Hill,CA,94523,1300000,4,2.5,Pleasant Hill,2475,16821,1980,11,525,,Sold,,,http://www.redfin.com/CA/Pleasant-Hill/27-Belmont-Ct-94523/home/1512316,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40924355,N,Y,37.9342543,-122.0898028
PAST SALE,December-2-2020,Single Family Residential,736 Twinview Pl,Pleasant Hill,CA,94523,975000,3,2.5,Pleasant Hill,1996,7000,1989,2,488,,Sold,,,http://www.redfin.com/CA/Pleasant-Hill/736-Twinview-Pl-94523/home/1877097,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40923883,N,Y,37.9410363,-122.0864741
PAST SALE,December-4-2020,Condo/Co-op,57 Monte Cresta Ave,Pleasant Hill,CA,94523,395000,2,1,Poets Corner,800,800,1978,1,494,400,Sold,,,http://www.redfin.com/CA/Pleasant-Hill/57-Monte-Cresta-Ave-94523/home/804838,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40927410,N,Y,37.9347101,-122.0707176
PAST SALE,September-1-2020,Single Family Residential,220 Keats Cir,Pleasant Hill,CA,94523,1525000,4,3.5,Poets Corner,2451,12462,1949,94,622,,Sold,,,http://www.redfin.com/CA/Pleasant-Hill/220-Keats-Cir-94523/home/1876542,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40913884,N,Y,37.9349851,-122.0762989
PAST SALE,October-7-2020,Single Family Residential,185 Pleasant Valley Dr,Walnut Creek,CA,94597,1550000,4,3,Walnut Creek,3002,19000,1941,58,516,,Sold,,,http://www.redfin.com/CA/Walnut-Creek/185-Pleasant-Valley-Dr-94597/home/1855693,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40919135,N,Y,37.9309683,-122.0661892
PAST SALE,November-13-2020,Single Family Residential,17 Vita Ct,Pleasant Hill,CA,94523,1125000,4,2.5,Pleasant Hill,2707,9975,1951,21,416,,Sold,,,http://www.redfin.com/CA/Pleasant-Hill/17-Vita-Ct-94523/home/1278322,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40918434,N,Y,37.9271691,-122.0821245
PAST SALE,August-21-2020,Single Family Residential,263 Campbell Ln,Pleasant Hill,CA,94523,580000,2,1,Pleasant Hill,733,4792,1953,105,791,,Sold,,,http://www.redfin.com/CA/Pleasant-Hill/263-Campbell-Ln-94523/home/1693566,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40912585,N,Y,37.9417486,-122.0655457
PAST SALE,November-3-2020,Single Family Residential,137 Margie Dr,Pleasant Hill,CA,94523,807550,3,2,Concord/Pleasant Hill,1406,6424,1950,31,574,,Sold,,,http://www.redfin.com/CA/Pleasant-Hill/137-Margie-Dr-94523/home/681624,San Francisco MLS,503996,N,Y,37.9541167,-122.0634591
PAST SALE,,Single Family Residential,143 Mazie Dr,Pleasant Hill,CA,94523,750000,3,2,,1170,8760,1950,,641,,,,,http://www.redfin.com/CA/Pleasant-Hill/143-Mazie-Dr-94523/home/803732,,,N,Y,37.950807,-122.0648574
PAST SALE,October-1-2020,Single Family Residential,36 Mazie Dr,Pleasant Hill,CA,94523,850000,3,1,Gregory Gardens,1484,7300,1950,64,573,,Sold,,,http://www.redfin.com/CA/Pleasant-Hill/36-Mazie-Dr-94523/home/1353815,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40917937,N,Y,37.9511894,-122.0618831
PAST SALE,August-17-2020,Single Family Residential,1936 Lucille Ln,Pleasant Hill,CA,94523,740000,3,1,Pleasant Hill,1052,7770,1950,109,703,,Sold,,,http://www.redfin.com/CA/Pleasant-Hill/1936-Lucille-Ln-94523/home/1581400,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40909165,N,Y,37.9520417,-122.0737798
PAST SALE,October-14-2020,Condo/Co-op,10 Bud Ct,Pleasant Hill,CA,94523,550000,2,2,Two Worlds,1288,,1982,51,427,421,Sold,,,http://www.redfin.com/CA/Pleasant-Hill/10-Bud-Ct-94523/home/1555735,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40920769,N,Y,37.9495,-122.063759
PAST SALE,July-10-2020,Single Family Residential,67 Exeter Ln,Pleasant Hill,CA,94523,965000,4,2.5,Victoria Crossng,2440,6230,1983,147,395,190,Sold,,,http://www.redfin.com/CA/Pleasant-Hill/67-Exeter-Ln-94523/home/811240,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40902677,N,Y,37.9594438,-122.0871398
PAST SALE,November-3-2020,Condo/Co-op,29 Rolling Green Cir,Pleasant Hill,CA,94523,632000,2,2,Rolling Green,1048,2100,1976,31,603,410,Sold,,,http://www.redfin.com/CA/Pleasant-Hill/29-Rolling-Green-Cir-94523/home/1581226,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40923053,N,Y,37.9466976,-122.0761767
PAST SALE,November-2-2020,Single Family Residential,25 Old Rodgers Ranch Ct,Pleasant Hill,CA,94523,1205000,4,3,Pleasant Hill,2201,8000,1988,32,547,,Sold,,,http://www.redfin.com/CA/Pleasant-Hill/25-Old-Rodgers-Ranch-Ct-94523/home/865590,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40922923,N,Y,37.9420667,-122.0864519
PAST SALE,,Single Family Residential,166 Luella Dr,Pleasant Hill,CA,94523,815000,3,1,,1042,6840,1950,,782,,,,,http://www.redfin.com/CA/Pleasant-Hill/166-Luella-Dr-94523/home/1975802,,,N,Y,37.9563636,-122.0649462
PAST SALE,August-25-2020,Single Family Residential,500 Creekside,Pleasant Hill,CA,94523,1200000,5,3,Gregory Gardens,2560,21998,1954,101,469,,Sold,,,http://www.redfin.com/CA/Pleasant-Hill/500-Creekside-Rd-94523/home/1911892,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40903893,N,Y,37.9549159,-122.0785292
PAST SALE,November-16-2020,Single Family Residential,1879 Lucille Ln,Pleasant Hill,CA,94523,920000,3,2,Pleasant Hill,1402,8000,1950,18,656,,Sold,,,http://www.redfin.com/CA/Pleasant-Hill/1879-Lucille-Ln-94523/home/1693710,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40924899,N,Y,37.9541391,-122.0732471
PAST SALE,November-20-2020,Single Family Residential,333 Gladys Dr,Pleasant Hill,CA,94523-2818,840000,3,1,Gregory Gardens,1280,8295,1949,14,656,,Sold,,,http://www.redfin.com/CA/Pleasant-Hill/333-Gladys-Dr-94523/home/1441767,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40924195,N,Y,37.9499957,-122.0716935
PAST SALE,October-2-2020,Single Family Residential,3220 Surmont Dr,Lafayette,CA,94549,1300000,5,4,Lafayette,2773,77600,1968,63,469,,Sold,,,http://www.redfin.com/CA/Lafayette/3220-Surmont-Dr-94549/home/1569146,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40916361,N,Y,37.9385367,-122.0912673
PAST SALE,June-24-2020,Single Family Residential,2240 Heritage Hills Dr,Pleasant Hill,CA,94523,1100000,4,2.5,Pleasant Hill,2070,9600,1986,163,531,,Sold,,,http://www.redfin.com/CA/Pleasant-Hill/2240-Heritage-Hills-Dr-94523/home/843790,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40905241,N,Y,37.9433664,-122.092155
PAST SALE,November-13-2020,Single Family Residential,214 Devon Ave,Pleasant Hill,CA,94523,799000,4,2.5,Shannon Hills,2296,10240,1976,21,348,,Sold,,,http://www.redfin.com/CA/Pleasant-Hill/214-Devon-Ave-94523/home/1845978,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40920875,N,Y,37.9548034,-122.0972586
PAST SALE,November-16-2020,Single Family Residential,763 Slater Ave,Pleasant Hill,CA,94523,1249000,3,2.5,Pleasant Hill,2230,32670,1958,18,560,17,Sold,,,http://www.redfin.com/CA/Pleasant-Hill/763-Slater-Ave-94523/home/1913123,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40921255,N,Y,37.9525559,-122.0917999
PAST SALE,November-18-2020,Single Family Residential,2805 Rockridge Dr,Pleasant Hill,CA,94523,925000,3,2,Saddleridge,1775,8112,1988,16,521,31,Sold,,,http://www.redfin.com/CA/Pleasant-Hill/2805-Rockridge-Dr-94523/home/1555920,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40922947,N,Y,37.9604507,-122.0941077
PAST SALE,July-10-2020,Single Family Residential,466 Boyd Rd,Pleasant Hill,CA,94523,1100000,4,3.5,Poets Corner,2348,13939,1951,147,468,,Sold,,,http://www.redfin.com/CA/Pleasant-Hill/466-Boyd-Rd-94523/home/953561,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40905824,N,Y,37.9432135,-122.0760658
PAST SALE,June-18-2020,Single Family Residential,2049 Helen Rd,Pleasant Hill,CA,94523,805000,3,1,Gregory Gardens,1331,9120,1950,169,605,,Sold,,,http://www.redfin.com/CA/Pleasant-Hill/2049-Helen-Rd-94523/home/1336692,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40905473,N,Y,37.9483582,-122.0752446
PAST SALE,June-24-2020,Single Family Residential,1742 Shirley Dr,Pleasant Hill,CA,94523,734500,3,1,Gregory Gardens,1052,8100,1950,163,698,,Sold,,,http://www.redfin.com/CA/Pleasant-Hill/1742-Shirley-Dr-94523/home/1866864,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40905972,N,Y,37.9572531,-122.061528
PAST SALE,June-12-2020,Single Family Residential,14 Pillon Real,Pleasant Hill,CA,94523,1225000,4,2.5,Pleasant Hill,2929,40920,1979,175,418,,Sold,,,http://www.redfin.com/CA/Pleasant-Hill/14-Pillon-Real-94523/home/1501990,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40904130,N,Y,37.9607469,-122.0912423
PAST SALE,August-18-2020,Single Family Residential,105 Roberta Ave,Pleasant Hill,CA,94523,935000,3,2,Poets Corner,1794,13600,1948,108,521,,Sold,,,http://www.redfin.com/CA/Pleasant-Hill/105-Roberta-Ave-94523/home/1152308,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40914446,N,Y,37.9388374,-122.0743568
PAST SALE,July-15-2020,Single Family Residential,190 Whittier Rd,Pleasant Hill,CA,94523,1377000,4,2.5,Poets Corner,2333,11960,1947,142,590,,Sold,,,http://www.redfin.com/CA/Pleasant-Hill/190-Whittier-Rd-94523/home/1526136,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40906345,N,Y,37.9343068,-122.0784848
PAST SALE,July-23-2020,Townhouse,59 Janin Pl,Pleasant Hill,CA,94523,730000,3,3,Golf Ridge,1906,1200,1971,134,383,420,Sold,,,http://www.redfin.com/CA/Pleasant-Hill/59-Janin-Pl-94523/home/681826,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40909205,N,Y,37.971181,-122.086296
PAST SALE,August-28-2020,Single Family Residential,43 Paso Nogal Ct,Pleasant Hill,CA,94523,1100000,4,2.5,Paso Nogal,2276,9648,1988,98,483,,Sold,,,http://www.redfin.com/CA/Pleasant-Hill/43-Paso-Nogal-Ct-94523/home/820165,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40913329,N,Y,37.9675702,-122.0855642
PAST SALE,August-21-2020,Single Family Residential,550 Tananger Heights Ln,Pleasant Hill,CA,94523-2191,1300000,4,3,Pleasant Hill,2429,12151,2018,105,535,326,Sold,,,http://www.redfin.com/CA/Pleasant-Hill/550-Tananger-Heights-Ln-94523/home/168812338,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40913013,N,Y,37.9600548,-122.0765248
PAST SALE,June-26-2020,Single Family Residential,482 Malaga Way,Pleasant Hill,CA,94523,905000,5,2.5,Pleasant Hill,1942,12000,1959,161,466,,Sold,,,http://www.redfin.com/CA/Pleasant-Hill/482-Malaga-Way-94523/home/1693678,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40899764,N,Y,37.9539751,-122.0819913
PAST SALE,June-26-2020,Townhouse,248 Hillcrest Ct,Pleasant Hill,CA,94523-2183,780000,3,2.5,Cresthill,1912,1825,1989,161,408,430,Sold,,,http://www.redfin.com/CA/Pleasant-Hill/248-Hillcrest-Ct-94523/home/1248204,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40904762,N,Y,37.956391,-122.078469
PAST SALE,August-3-2020,Townhouse,225 Hillcrest Cir,Pleasant Hill,CA,94523,770000,3,2.5,Cresthill,1912,2192,1988,123,403,429,Sold,,,http://www.redfin.com/CA/Pleasant-Hill/225-Hillcrest-Cir-94523/home/1085122,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40909747,N,Y,37.957075,-122.0790175
PAST SALE,August-31-2020,Single Family Residential,258 Jennifer Way,Pleasant Hill,CA,94523,969000,3,2,Gregory Gardens,2033,9000,1950,95,477,,Sold,,,http://www.redfin.com/CA/Pleasant-Hill/258-Jennifer-Way-94523/home/663240,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40913978,N,Y,37.9564013,-122.0684975
PAST SALE,November-10-2020,Single Family Residential,1943 Alvina Dr,Pleasant Hill,CA,94523,1115000,5,3.5,Gregory Gardens,2832,7425,1949,24,394,,Sold,,,http://www.redfin.com/CA/Pleasant-Hill/1943-Alvina-Dr-94523/home/1938722,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40917953,N,Y,37.9520063,-122.0706504
PAST SALE,October-28-2020,Single Family Residential,26 Oak Gate Pl,Pleasant Hill,CA,94523,915000,4,3,Concord/Pleasant Hill,2537,2887,2002,37,361,,Sold,,,http://www.redfin.com/CA/Pleasant-Hill/26-Oak-Gate-Pl-94523/home/1234394,San Francisco MLS,509056,N,Y,37.9398586,-122.0567778
PAST SALE,October-12-2020,Single Family Residential,1025 Stimel Dr,Concord,CA,94518-3948,758000,3,2,Colony Park,1528,8050,1963,53,496,,Sold,,,http://www.redfin.com/CA/Concord/1025-Stimel-Dr-94518/home/1771891,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40918725,N,Y,37.94321,-122.0495411
PAST SALE,October-22-2020,Condo/Co-op,3173 Wayside Plz #104,Walnut Creek,CA,94597,400000,1,1,Centerre Place,740,740,1992,43,541,518,Sold,,,http://www.redfin.com/CA/Walnut-Creek/3173-Wayside-Plz-94597/unit-104/home/1581215,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40920314,N,Y,37.9318355,-122.0546548
PAST SALE,July-14-2020,Condo/Co-op,3183 Wayside Plz #101,Walnut Creek,CA,94597,399000,1,1,The Madison,726,,1985,143,550,470,Sold,,,http://www.redfin.com/CA/Walnut-Creek/3183-Wayside-Plz-94597/unit-101/home/1930321,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40908536,N,Y,37.9316961,-122.0551796
