address,property_type,zipcode,price,beds,baths,sqft,lot_size,days_on_market,price_per_sqft,hoa_month,lat,long,property_age,school_rating,school_count,bart_count,median_income,hotness_score,supply_score,demand_score,malls_count,university_count
"3336 montevideo dr, san ramon, ca 94583",Single Family Residential,94583,865000,3,2,1500,0,320,577,148.0,37.7527029,-121.93938,43,9,9,0,128411,92.79,94.38,91.19,1,0
"2320 whitetail ln, san ramon, ca 94583",Condo/Co-op,94583,840000,4,3,1999,0,279,420,325.0,37.743213,-121.95866399999998,25,9,9,0,128411,92.79,94.38,91.19,1,0
"5082 fioli loop, san ramon, ca 94582",Condo/Co-op,94582,850000,4,2,2337,80,286,364,289.0,37.772281,-121.900623,11,8,10,0,145704,84.78,92.18,77.38,1,0
"2585 tamworth ln, san ramon, ca 94582",Single Family Residential,94582,1440000,5,4,3707,6588,230,388,0.0,37.7600723,-121.88796809999998,17,8,10,0,145704,84.78,92.18,77.38,1,0
"322 paradiso ct, san ramon, ca 94583",Single Family Residential,94583,1297880,4,3,2658,3220,279,488,187.0,37.7817006,-121.9878595,2,9,9,0,128411,92.79,94.38,91.19,1,0
"426 regal lily ln, san ramon, ca 94582",Townhouse,94582,835000,3,2,1488,1740,261,561,266.0,37.788282,-121.925846,24,8,10,0,145704,84.78,92.18,77.38,1,0
"3005 montbretia way, san ramon, ca 94582",Single Family Residential,94582,1700000,4,4,3243,9008,237,524,20.0,37.7785133,-121.9126691,5,8,10,0,145704,84.78,92.18,77.38,1,0
"8724 augusta ct, dublin, ca 94568",Single Family Residential,94568,1025000,4,3,2016,11183,214,508,0.0,37.7208595,-121.9429781,40,8,11,1,119637,83.72,94.25,73.19,0,0
"7620 ashford way, dublin, ca 94568",Single Family Residential,94568,803000,4,2,1335,6999,236,601,0.0,37.7240698,-121.9350006,58,8,11,1,119637,83.72,94.25,73.19,0,0
"4059 lilac ridge rd, san ramon, ca 94582",Single Family Residential,94582,1762200,5,5,3847,11900,250,458,40.0,37.7780842,-121.94468909999998,22,8,10,0,145704,84.78,92.18,77.38,1,0
"2020 bent creek dr, san ramon, ca 94582",Single Family Residential,94582,1300000,3,2,2218,7700,256,586,6.0,37.73679370000001,-121.9163509,30,8,10,0,145704,84.78,92.18,77.38,1,0
"9904 mangos dr, san ramon, ca 94583",Single Family Residential,94583,790000,3,2,995,8500,342,794,0.0,37.745594200000006,-121.9402671,50,9,9,0,128411,92.79,94.38,91.19,1,0
"6009 westside dr, san ramon, ca 94583",Single Family Residential,94583,1755000,5,4,4111,13090,312,427,135.0,37.7395633,-121.9559764,20,9,9,0,128411,92.79,94.38,91.19,1,0
"4054 dunbarton cir, san ramon, ca 94583",Single Family Residential,94583,1233500,4,2,2073,14374,216,595,0.0,37.7582814,-121.9518882,36,9,9,0,128411,92.79,94.38,91.19,1,0
"820 pinehurst ct, san ramon, ca 94583",Single Family Residential,94583,1260000,3,2,2170,8800,214,581,0.0,37.7416074,-121.9362672,43,9,9,0,128411,92.79,94.38,91.19,1,0
"5280 canyon crest dr, san ramon, ca 94582",Single Family Residential,94582,1110000,3,2,2290,6780,192,485,27.0,37.7900248,-121.9445335,32,8,10,0,145704,84.78,92.18,77.38,1,0
"140 reflections dr #28, san ramon, ca 94583",Condo/Co-op,94583,420000,1,1,624,0,270,673,316.0,37.763268,-121.9496536,33,9,9,0,128411,92.79,94.38,91.19,1,0
"5358 fioli loop, san ramon, ca 94582",Townhouse,94582,885000,3,2,2337,1285,286,379,289.0,37.771218,-121.899547,11,8,10,0,145704,84.78,92.18,77.38,1,0
"6150 lakeview cir, san ramon, ca 94582",Townhouse,94582,900000,3,2,2064,1900,318,436,524.0,37.78217,-121.945636,32,8,10,0,145704,84.78,92.18,77.38,1,0
"155 canyon green pl, san ramon, ca 94582",Townhouse,94582,845000,3,2,2354,2938,256,359,451.0,37.760496,-121.936887,35,8,10,0,145704,84.78,92.18,77.38,1,0
"3045 tahoe pl, san ramon, ca 94582",Single Family Residential,94582,960000,3,2,2162,4800,254,444,441.0,37.785088,-121.945342,37,8,10,0,145704,84.78,92.18,77.38,1,0
"480 bollinger canyon ln #276, san ramon, ca 94582",Condo/Co-op,94582,410000,1,1,657,0,342,624,392.0,37.7730373,-121.9442065,32,8,10,0,145704,84.78,92.18,77.38,1,0
"390 catalan way, san ramon, ca 94582",Single Family Residential,94582,875000,2,2,1885,3200,258,464,247.0,37.7677867,-121.940756,30,8,10,0,145704,84.78,92.18,77.38,1,0
"9573 davona dr, san ramon, ca 94583",Single Family Residential,94583,930000,4,2,1253,7000,205,742,0.0,37.7253305,-121.939556,55,9,9,0,128411,92.79,94.38,91.19,1,0
"9544 ernwood st, san ramon, ca 94583",Single Family Residential,94583,902000,3,2,1511,7300,223,597,0.0,37.7291765,-121.93622279999998,57,9,9,0,128411,92.79,94.38,91.19,1,0
"4161 reedland cir, san ramon, ca 94582",Single Family Residential,94582,1139000,5,3,2617,4535,356,435,195.0,37.7910256,-121.9277336,27,8,10,0,145704,84.78,92.18,77.38,1,0
"208 compton cir unit c, san ramon, ca 94583",Condo/Co-op,94583,500000,2,2,995,1081,355,503,495.0,37.773282,-121.977936,36,9,9,0,128411,92.79,94.38,91.19,1,0
"2339 maidenhair way, san ramon, ca 94582",Single Family Residential,94582,1050000,4,3,2019,2913,261,520,130.0,37.7709435,-121.9086195,14,8,10,0,145704,84.78,92.18,77.38,1,0
"7315 briza loop, san ramon, ca 94582",Townhouse,94582,760000,2,2,1351,3062,361,563,248.0,37.7773191,-121.92946709999998,19,8,10,0,145704,84.78,92.18,77.38,1,0
"111 coralflower ln, san ramon, ca 94582",Townhouse,94582,845000,3,2,1488,2240,261,568,266.0,37.7883,-121.924618,24,8,10,0,145704,84.78,92.18,77.38,1,0
"10 brewin ct, san ramon, ca 94583",Single Family Residential,94583,1385000,4,3,2915,12400,283,475,0.0,37.7254114,-121.9456668,24,9,9,0,128411,92.79,94.38,91.19,1,0
"115 cassandra pl, san ramon, ca 94583",Single Family Residential,94583,1015000,4,2,1819,8000,342,558,0.0,37.72789760000001,-121.9383561,57,9,9,0,128411,92.79,94.38,91.19,1,0
"8985 alcosta blvd #182, san ramon, ca 94583",Condo/Co-op,94583,485000,2,2,1230,0,325,394,583.0,37.7256836,-121.9356575,50,9,9,0,128411,92.79,94.38,91.19,1,0
"627 thyme way, san ramon, ca 94582",Single Family Residential,94582,1446995,4,4,3737,3472,296,387,102.0,37.758462,-121.919412,2,8,10,0,145704,84.78,92.18,77.38,1,0
"9921 mangos dr, san ramon, ca 94583",Single Family Residential,94583,890000,4,2,1467,15680,314,607,0.0,37.7465369,-121.9416004,45,9,9,0,128411,92.79,94.38,91.19,1,0
"90 casa grande pl, san ramon, ca 94583",Single Family Residential,94583,900000,3,2,1368,8100,191,658,0.0,37.7441657,-121.9389338,50,9,9,0,128411,92.79,94.38,91.19,1,0
"601 vine hill ln, san ramon, ca 94582",Single Family Residential,94582,1283000,4,2,2365,13460,269,542,0.0,37.7384315,-121.9199106,28,8,10,0,145704,84.78,92.18,77.38,1,0
"114 radford ct, san ramon, ca 94582",Single Family Residential,94582,1350000,4,3,2696,8500,265,501,40.0,37.7562216,-121.935445,34,8,10,0,145704,84.78,92.18,77.38,1,0
"105 wildflower valley ct, san ramon, ca 94582",Single Family Residential,94582,1420000,5,3,2992,12800,201,475,11.0,37.74313,-121.9174658,25,8,10,0,145704,84.78,92.18,77.38,1,0
"12227 toledo dr, san ramon, ca 94583",Single Family Residential,94583,1259950,4,2,2112,9976,193,597,0.0,37.7544409,-121.9452446,45,9,9,0,128411,92.79,94.38,91.19,1,0
"2022 poinsettia st, san ramon, ca 94582",Single Family Residential,94582,1030000,3,2,2161,2625,206,477,160.0,37.757527,-121.913465,5,8,10,0,145704,84.78,92.18,77.38,1,0
"231 cliffcastle ct, san ramon, ca 94583",Single Family Residential,94583,1675000,4,3,3403,5760,362,492,173.0,37.7412745,-121.9892361,7,9,9,0,128411,92.79,94.38,91.19,1,0
"569 kingsbridge ct, san ramon, ca 94583",Single Family Residential,94583,1880000,5,6,4475,19100,342,420,173.0,37.7488901,-121.98841000000002,16,9,9,0,128411,92.79,94.38,91.19,1,0
"3800 mandy way, san ramon, ca 94582",Single Family Residential,94582,1588000,5,4,4051,10865,341,392,0.0,37.75126,-121.9029847,16,8,10,0,145704,84.78,92.18,77.38,1,0
"501 wells ct, san ramon, ca 94582",Single Family Residential,94582,1370000,5,4,3794,6834,319,361,0.0,37.7784498,-121.89412620000002,14,8,10,0,145704,84.78,92.18,77.38,1,0
"5632 wells ln, san ramon, ca 94582",Single Family Residential,94582,1560000,6,4,3953,7498,233,395,0.0,37.7754566,-121.8966826,12,8,10,0,145704,84.78,92.18,77.38,1,0
"1137 chancery way, san ramon, ca 94582",Single Family Residential,94582,1390000,5,3,3317,6615,265,419,0.0,37.7532674,-121.9023067,16,8,10,0,145704,84.78,92.18,77.38,1,0
"2308 millstream ln, san ramon, ca 94582",Condo/Co-op,94582,830000,3,2,1979,0,202,419,320.0,37.760348,-121.907473,18,8,10,0,145704,84.78,92.18,77.38,1,0
"2605 celaya cir, san ramon, ca 94583",Single Family Residential,94583,1085000,4,3,2029,7370,265,535,26.0,37.7641344,-121.9819018,43,9,9,0,128411,92.79,94.38,91.19,1,0
"346 brower ct, san ramon, ca 94582",Single Family Residential,94582,1217500,5,3,2775,4805,303,439,18.0,37.7739723,-121.9143097,17,8,10,0,145704,84.78,92.18,77.38,1,0
"756 pradera way, san ramon, ca 94583",Single Family Residential,94583,1175000,5,3,2535,4690,277,464,93.0,37.7722399,-121.9974497,22,9,9,0,128411,92.79,94.38,91.19,1,0
"7151 briza loop, san ramon, ca 94582",Townhouse,94582,875000,3,2,1462,3400,289,598,265.0,37.7752064,-121.9292893,21,8,10,0,145704,84.78,92.18,77.38,1,0
"2096 fostoria cir, danville, ca 94526",Condo/Co-op,94526,625000,3,2,1145,0,319,546,280.0,37.783465,-121.9709465,30,9,10,0,135628,93.01,92.71,93.32,1,0
"7506 stoneleaf rd, san ramon, ca 94582",Townhouse,94582,785000,3,2,1730,1799,303,454,230.0,37.761887,-121.917315,11,8,10,0,145704,84.78,92.18,77.38,1,0
"3256 carpenter way, san ramon, ca 94582",Single Family Residential,94582,1375000,4,4,3177,4461,305,433,25.0,37.7771029,-121.9099976,8,8,10,0,145704,84.78,92.18,77.38,1,0
"10 cattleya ct, san ramon, ca 94582",Single Family Residential,94582,1340000,4,2,2449,7762,298,547,40.0,37.7786876,-121.9295115,22,8,10,0,145704,84.78,92.18,77.38,1,0
"7067 briza loop, san ramon, ca 94582",Townhouse,94582,890000,3,2,1462,3357,290,609,265.0,37.77502,-121.930881,21,8,10,0,145704,84.78,92.18,77.38,1,0
"1381 bayberry view ln, san ramon, ca 94582",Single Family Residential,94582,1360000,4,4,2501,3882,248,544,103.0,37.7652191,-121.91484309999998,6,8,10,0,145704,84.78,92.18,77.38,1,0
"124 coralflower ln, san ramon, ca 94582",Townhouse,94582,875000,3,3,1697,2788,278,516,266.0,37.788626,-121.924208,23,8,10,0,145704,84.78,92.18,77.38,1,0
"2726 mountain ash ln, san ramon, ca 94582",Single Family Residential,94582,1335000,5,4,3141,5175,234,425,154.0,37.7704561,-121.9138033,16,8,10,0,145704,84.78,92.18,77.38,1,0
"302 goldfield pl, san ramon, ca 94582",Single Family Residential,94582,1340000,4,3,2534,4787,250,529,99.0,37.7552151,-121.9197029,4,8,10,0,145704,84.78,92.18,77.38,1,0
"3113 lakemont dr #5, san ramon, ca 94582",Condo/Co-op,94582,850000,3,2,1932,0,328,440,604.0,37.78171470000001,-121.9508872,32,8,10,0,145704,84.78,92.18,77.38,1,0
"215 reflections dr #27, san ramon, ca 94583",Condo/Co-op,94583,410000,1,1,624,0,356,657,300.0,37.7620959,-121.9482977,33,9,9,0,128411,92.79,94.38,91.19,1,0
"120 reflections dr #22, san ramon, ca 94583",Condo/Co-op,94583,345875,1,1,474,0,192,730,287.0,37.7626957,-121.9500321,33,9,9,0,128411,92.79,94.38,91.19,1,0
"600 canyon woods ct unit b, san ramon, ca 94582",Condo/Co-op,94582,638000,2,2,1031,0,276,619,438.0,37.764263,-121.948752,35,8,10,0,145704,84.78,92.18,77.38,1,0
"440 canyon woods pl unit a, san ramon, ca 94582",Condo/Co-op,94582,625000,2,2,1042,0,338,600,438.0,37.766431,-121.950081,35,8,10,0,145704,84.78,92.18,77.38,1,0
"3237 montevideo dr, san ramon, ca 94583",Single Family Residential,94583,1029000,3,2,1842,10625,362,559,0.0,37.7536406,-121.9442447,45,9,9,0,128411,92.79,94.38,91.19,1,0
"1001 vista pointe cir, san ramon, ca 94582",Single Family Residential,94582,920000,3,2,1523,4200,248,604,280.0,37.7730781,-121.949333,24,8,10,0,145704,84.78,92.18,77.38,1,0
"725 watson canyon ct #316, san ramon, ca 94582",Condo/Co-op,94582,400000,1,1,657,0,300,609,392.0,37.774426,-121.9493068,33,8,10,0,145704,84.78,92.18,77.38,1,0
"7555 northland ave, san ramon, ca 94583",Single Family Residential,94583,1145000,5,2,2247,7030,261,510,0.0,37.7321039,-121.9426226,54,9,9,0,128411,92.79,94.38,91.19,1,0
"5757 wells ln, san ramon, ca 94582",Single Family Residential,94582,1530000,6,4,3953,6575,331,387,0.0,37.7784258,-121.8952599,14,8,10,0,145704,84.78,92.18,77.38,1,0
"2117 watercress pl, san ramon, ca 94582",Single Family Residential,94582,1170000,4,2,2224,5344,298,526,40.0,37.77251210000001,-121.9404449,23,8,10,0,145704,84.78,92.18,77.38,1,0
"4708 norris canyon rd #101, san ramon, ca 94583",Condo/Co-op,94583,644000,3,2,1015,0,248,634,259.0,37.7759312,-121.9631911,7,9,9,0,128411,92.79,94.38,91.19,1,0
"3887 crow canyon rd, san ramon, ca 94582",Condo/Co-op,94582,592000,2,2,1107,0,251,535,450.0,37.786017,-121.952584,33,8,10,0,145704,84.78,92.18,77.38,1,0
"775 watson canyon ct #244, san ramon, ca 94582",Condo/Co-op,94582,422000,1,1,657,0,263,642,392.0,37.7761595,-121.94869640000002,33,8,10,0,145704,84.78,92.18,77.38,1,0
"765 watson canyon ct #135, san ramon, ca 94582",Condo/Co-op,94582,545000,2,2,914,0,345,596,392.0,37.7753839,-121.94934340000002,33,8,10,0,145704,84.78,92.18,77.38,1,0
"505 treyburn cir, san ramon, ca 94583",Single Family Residential,94583,1070000,4,2,2109,3230,272,507,0.0,37.7270234,-121.9291115,25,9,9,0,128411,92.79,94.38,91.19,1,0
"516 amherst ct, san ramon, ca 94583",Single Family Residential,94583,1155000,5,2,2247,7500,223,514,0.0,37.7314034,-121.9416004,55,9,9,0,128411,92.79,94.38,91.19,1,0
"9085 alcosta blvd #406, san ramon, ca 94583",Condo/Co-op,94583,440000,2,1,952,0,290,462,446.0,37.7278634,-121.9348235,50,9,9,0,128411,92.79,94.38,91.19,1,0
"17 dogwood ct, san ramon, ca 94583",Single Family Residential,94583,670000,2,2,1310,7200,313,511,30.0,37.7292903,-121.9268002,58,9,9,0,128411,92.79,94.38,91.19,1,0
"148 metairie pl, san ramon, ca 94583",Single Family Residential,94583,1185000,4,2,2088,9025,240,568,0.0,37.7322864,-121.9323561,59,9,9,0,128411,92.79,94.38,91.19,1,0
"2 eucalyptus ln, san ramon, ca 94583",Single Family Residential,94583,965000,3,3,1772,3980,233,545,85.0,37.7272177,-121.9316894,25,9,9,0,128411,92.79,94.38,91.19,1,0
"75 burgos ct, san ramon, ca 94583",Single Family Residential,94583,1185000,4,2,2492,10396,359,476,25.0,37.76603400000001,-121.9719723,42,9,9,0,128411,92.79,94.38,91.19,1,0
"32 palamos ct, san ramon, ca 94583",Single Family Residential,94583,945000,4,3,1880,4815,212,503,41.0,37.7630017,-121.9723055,41,9,9,0,128411,92.79,94.38,91.19,1,0
"2487 talavera dr, san ramon, ca 94583",Single Family Residential,94583,912000,3,2,1587,6660,291,575,41.0,37.76521760000001,-121.9700396,42,9,9,0,128411,92.79,94.38,91.19,1,0
"1150 timbercreek rd, san ramon, ca 94582",Single Family Residential,94582,1300000,4,3,2507,14180,233,519,0.0,37.7393073,-121.9197328,29,8,10,0,145704,84.78,92.18,77.38,1,0
"8795 davona dr, dublin, ca 94568",Single Family Residential,94568,870000,3,2,1502,6885,268,579,0.0,37.7230097,-121.93622279999998,59,8,11,1,119637,83.72,94.25,73.19,0,0
"4061 w lakeshore dr, san ramon, ca 94582",Townhouse,94582,830000,2,2,1721,2860,290,482,657.0,37.785424,-121.946931,31,8,10,0,145704,84.78,92.18,77.38,1,0
"4085 canyon crest rd w, san ramon, ca 94582",Single Family Residential,94582,1090000,4,3,2824,5664,213,386,27.0,37.7887153,-121.9480665,34,8,10,0,145704,84.78,92.18,77.38,1,0
"411 barranca ct, san ramon, ca 94583",Single Family Residential,94583,1225000,3,2,2306,15450,349,531,39.0,37.76529,-121.985367,45,9,9,0,128411,92.79,94.38,91.19,1,0
"17 westside ct, san ramon, ca 94583",Single Family Residential,94583,1540000,5,3,2914,14680,265,528,60.0,37.7444118,-121.9609532,25,9,9,0,128411,92.79,94.38,91.19,1,0
"2778 ascot dr, san ramon, ca 94583",Single Family Residential,94583,1385000,6,3,3162,14000,243,438,0.0,37.7557914,-121.9575983,41,9,9,0,128411,92.79,94.38,91.19,1,0
"4079 w lakeshore dr, san ramon, ca 94582",Townhouse,94582,920000,3,3,2114,4800,324,435,585.0,37.786036,-121.946572,31,8,10,0,145704,84.78,92.18,77.38,1,0
"121 nassau ct, san ramon, ca 94582",Single Family Residential,94582,1095000,3,2,2160,9000,205,507,40.0,37.7555314,-121.9374228,34,8,10,0,145704,84.78,92.18,77.38,1,0
"3231 montevideo dr, san ramon, ca 94583",Single Family Residential,94583,1112000,3,2,1842,10062,228,604,0.0,37.7538308,-121.9446668,44,9,9,0,128411,92.79,94.38,91.19,1,0
"176 copper ridge rd, san ramon, ca 94582",Condo/Co-op,94582,589000,2,2,1079,0,325,546,484.0,37.7695124,-121.9473459,33,8,10,0,145704,84.78,92.18,77.38,1,0
"2040 trefoil rd, san ramon, ca 94582",Single Family Residential,94582,1280000,4,4,2534,3154,314,505,99.0,37.7549993,-121.9177961,5,8,10,0,145704,84.78,92.18,77.38,1,0
"110 london ct, san ramon, ca 94582",Single Family Residential,94582,1399000,5,4,3541,7897,250,395,0.0,37.7790558,-121.8960824,14,8,10,0,145704,84.78,92.18,77.38,1,0
"3101 lakemont dr #4, san ramon, ca 94582",Condo/Co-op,94582,820000,3,2,1810,0,299,453,559.0,37.78118679999999,-121.9506594,32,8,10,0,145704,84.78,92.18,77.38,1,0
"703 destiny ln, san ramon, ca 94583",Condo/Co-op,94583,720000,3,2,1325,0,354,543,405.0,37.779184,-121.986823,27,9,9,0,128411,92.79,94.38,91.19,1,0
"4716 norris canyon rd #202, san ramon, ca 94583",Condo/Co-op,94583,615000,3,2,951,0,352,647,259.0,37.7764206,-121.9626966,7,9,9,0,128411,92.79,94.38,91.19,1,0
"2108 estrella ct, san ramon, ca 94583",Single Family Residential,94583,1078877,4,4,2424,2159,261,445,187.0,37.7801093,-121.9921881,2,9,9,0,128411,92.79,94.38,91.19,1,0
"1010 applewood dr, san ramon, ca 94582",Single Family Residential,94582,940000,3,2,1609,2610,324,584,96.0,37.7636696,-121.9121759,8,8,10,0,145704,84.78,92.18,77.38,1,0
"2918 langhorne dr, san ramon, ca 94582",Single Family Residential,94582,1210000,4,3,2520,4060,220,480,0.0,37.7605337,-121.9015065,18,8,10,0,145704,84.78,92.18,77.38,1,0
"1162 arrowfield way, san ramon, ca 94582",Single Family Residential,94582,1200000,4,3,2383,3946,262,504,0.0,37.764665,-121.9016843,18,8,10,0,145704,84.78,92.18,77.38,1,0
"175 diablo ranch ct, danville, ca 94506",Single Family Residential,94506,1875000,6,4,4829,31799,215,388,230.0,37.8383174,-121.945489,20,9,4,0,185581,84.19,80.92,87.45,1,0
"1544 mission dr, danville, ca 94526",Single Family Residential,94526,830000,3,2,1638,3150,265,507,0.0,37.792195,-121.980455,41,9,10,0,135628,93.01,92.71,93.32,1,0
"116 julia loop, danville, ca 94506",Single Family Residential,94506,1623577,4,4,3443,6155,249,472,170.0,37.8032601,-121.9275908,2,9,4,0,185581,84.19,80.92,87.45,1,0
"410 jonathan ridge dr, danville, ca 94506",Single Family Residential,94506,1100000,3,2,2265,6700,215,486,84.0,37.79602020000001,-121.9172435,30,9,4,0,185581,84.19,80.92,87.45,1,0
"683 dunhill dr, danville, ca 94506",Single Family Residential,94506,1380000,4,3,2860,8300,247,483,84.0,37.794335,-121.9151543,27,9,4,0,185581,84.19,80.92,87.45,1,0
"102 julia loop, danville, ca 94506",Single Family Residential,94506,1580000,4,4,3443,5554,255,459,170.0,37.8032776,-121.9276633,2,9,4,0,185581,84.19,80.92,87.45,1,0
"116 birchbark pl, danville, ca 94506",Single Family Residential,94506,1669800,4,4,3320,10200,193,503,189.0,37.8187834,-121.9115313,32,9,4,0,185581,84.19,80.92,87.45,1,0
"177 larkwood cir, danville, ca 94526",Single Family Residential,94526,785000,3,2,1470,6000,331,534,25.0,37.790382,-121.976166,49,9,10,0,135628,93.01,92.71,93.32,1,0
"401 sycamore hill dr, danville, ca 94526",Townhouse,94526,830000,3,2,1720,3330,218,483,470.0,37.818367,-121.977149,47,9,10,0,135628,93.01,92.71,93.32,1,0
"139 elworthy ranch dr, danville, ca 94526",Single Family Residential,94526,931000,3,2,1804,2297,268,516,185.0,37.7996692,-121.98945390000002,7,9,10,0,135628,93.01,92.71,93.32,1,0
"1160 delta way, danville, ca 94526",Single Family Residential,94526,1155000,4,3,2036,9600,278,567,113.0,37.7976612,-121.9846784,46,9,10,0,135628,93.01,92.71,93.32,1,0
"121 baldwin dr, danville, ca 94526",Single Family Residential,94526,1180000,4,2,2251,10005,265,524,86.0,37.7941374,-121.9820129,55,9,10,0,135628,93.01,92.71,93.32,1,0
"25 barrons pl, danville, ca 94526",Single Family Residential,94526,1523000,5,4,4128,14875,359,369,92.0,37.8183308,-121.9693953,30,9,10,0,135628,93.01,92.71,93.32,1,0
"2518 montreux st, danville, ca 94506",Single Family Residential,94506,1568000,6,5,3418,6000,268,459,65.0,37.7910873,-121.8935926,14,9,4,0,185581,84.19,80.92,87.45,1,0
"3507 shadow creek dr, danville, ca 94506",Single Family Residential,94506,1255000,4,3,3237,8411,277,388,100.0,37.8035838,-121.8960602,31,9,4,0,185581,84.19,80.92,87.45,1,0
"8 courtney ln, danville, ca 94506",Single Family Residential,94506,1740000,5,3,3402,12800,261,511,0.0,37.8023294,-121.8965048,26,9,4,0,185581,84.19,80.92,87.45,1,0
"1051 cheshire cir, danville, ca 94506",Single Family Residential,94506,1430000,4,3,3401,8500,229,420,205.0,37.80163710000001,-121.9020844,25,9,4,0,185581,84.19,80.92,87.45,1,0
"20 leeds ct w, danville, ca 94526",Single Family Residential,94526,1275000,4,2,2275,10350,352,560,102.0,37.8126734,-121.9742826,50,9,10,0,135628,93.01,92.71,93.32,1,0
