address,property_type,zipcode,price,beds,baths,sqft,lot_size,days_on_market,price_per_sqft,hoa_month,lat,long,property_age,school_rating,school_count,bart_count,median_income,hotness_score,supply_score,demand_score,malls_count,university_count
"1233 creek trail dr, pleasanton, ca 94566",Single Family Residential,94566,1830000,5,4,3271,6879,16,559,97.0,37.6664961,-121.8863452,21,8,9,0,126782,80.07,79.57,80.57,1,0
"1530 ridgewood rd, pleasanton, ca 94566",Single Family Residential,94566,1350000,4,2,1854,7385,9,728,0.0,37.6715445,-121.8797643,56,8,9,0,126782,80.07,79.57,80.57,1,0
"5409 cameo ct, pleasanton, ca 94588",Townhouse,94588,785000,2,2,1501,2164,149,523,415.0,37.689633,-121.925048,30,9,6,1,134451,85.91,87.06,84.76,1,0
"4189 lucca ct, pleasanton, ca 94588",Townhouse,94588,708000,2,2,1064,1631,1,665,239.0,37.695219,-121.892164,24,9,6,1,134451,85.91,87.06,84.76,1,0
"7826 la quinta ct, pleasanton, ca 94588",Single Family Residential,94588,1400000,3,2,2520,6475,28,556,380.0,37.64757279999999,-121.9004172,26,9,6,1,134451,85.91,87.06,84.76,1,0
"8172 arroyo dr #4, pleasanton, ca 94588",Condo/Co-op,94588,458000,2,1,810,0,73,565,350.0,37.6502445,-121.90386979999998,49,9,6,1,134451,85.91,87.06,84.76,1,0
"691 palomino dr unit a, pleasanton, ca 94566",Townhouse,94566,618000,2,2,1198,1109,123,516,440.0,37.660169,-121.8562523,36,8,9,0,126782,80.07,79.57,80.57,1,0
"5734 athenour ct, pleasanton, ca 94588",Single Family Residential,94588,1350000,4,2,2131,4993,4,634,75.0,37.6834179,-121.9356006,24,9,6,1,134451,85.91,87.06,84.76,1,0
"4454 linda way, pleasanton, ca 94566",Single Family Residential,94566,1060000,3,2,1496,8000,140,709,0.0,37.6562652,-121.8667347,64,8,9,0,126782,80.07,79.57,80.57,1,0
"3981 vineyard ave, pleasanton, ca 94566",Single Family Residential,94566,1150000,3,2,2004,7500,100,574,0.0,37.6632614,-121.8662455,64,8,9,0,126782,80.07,79.57,80.57,1,0
"246 trenton cir, pleasanton, ca 94566",Single Family Residential,94566,910000,3,2,1075,4070,165,847,109.0,37.667303,-121.8681134,27,8,9,0,126782,80.07,79.57,80.57,1,0
"4022 alvarado st, pleasanton, ca 94566",Single Family Residential,94566,858000,3,2,1159,6500,168,740,0.0,37.6736549,-121.8692029,57,8,9,0,126782,80.07,79.57,80.57,1,0
"1397 kolln st, pleasanton, ca 94566",Single Family Residential,94566,934000,3,2,1236,6500,119,756,0.0,37.6750409,-121.8685136,56,8,9,0,126782,80.07,79.57,80.57,1,0
"7272 carneros ln, dublin, ca 94568",Single Family Residential,94568,1005000,4,4,2282,1686,93,440,215.0,37.7369478,-121.8745071,4,8,11,1,119637,83.72,94.25,73.19,0,0
"1039 nelson ct, pleasanton, ca 94566",Single Family Residential,94566,1875000,4,3,3050,12249,157,615,0.0,37.6484849,-121.8689583,32,8,9,0,126782,80.07,79.57,80.57,1,0
"7256 kenwood rd, dublin, ca 94568",Single Family Residential,94568,1230000,4,4,3015,2975,150,408,250.0,37.7361719,-121.8759152,4,8,11,1,119637,83.72,94.25,73.19,0,0
"4222 bevilacqua ct, pleasanton, ca 94566",Single Family Residential,94566,1450000,4,3,2747,13789,108,528,0.0,37.6598208,-121.86735729999998,57,8,9,0,126782,80.07,79.57,80.57,1,0
"182 valletta ln, pleasanton, ca 94566",Single Family Residential,94566,870000,4,3,1912,2152,95,455,0.0,37.6624899,-121.8703314,5,8,9,0,126782,80.07,79.57,80.57,1,0
"301 diamond ct, pleasanton, ca 94566",Single Family Residential,94566,1250000,4,2,2110,7377,71,592,0.0,37.6434985,-121.8811205,27,8,9,0,126782,80.07,79.57,80.57,1,0
"3091 chardonnay dr, pleasanton, ca 94566",Single Family Residential,94566,1015000,4,2,2050,8125,164,495,0.0,37.6644999,-121.8493003,49,8,9,0,126782,80.07,79.57,80.57,1,0
"4419 newman pl, pleasanton, ca 94588",Townhouse,94588,887000,3,2,1640,2695,157,541,210.0,37.6936478,-121.8776743,23,9,6,1,134451,85.91,87.06,84.76,1,0
"4090 nevis st, pleasanton, ca 94566",Single Family Residential,94566,970000,3,2,1610,6914,161,602,0.0,37.6710419,-121.8707371,60,8,9,0,126782,80.07,79.57,80.57,1,0
"4190 rennellwood way, pleasanton, ca 94566",Single Family Residential,94566,941000,3,2,1246,3486,85,755,0.0,37.6793113,-121.8707371,45,8,9,0,126782,80.07,79.57,80.57,1,0
"4156 jensen st, pleasanton, ca 94566",Single Family Residential,94566,890000,4,2,1822,6014,163,488,0.0,37.6677636,-121.870626,67,8,9,0,126782,80.07,79.57,80.57,1,0
"3666 reflections dr, pleasanton, ca 94566",Single Family Residential,94566,910000,3,2,1075,4028,105,847,109.0,37.668838,-121.8637551,26,8,9,0,126782,80.07,79.57,80.57,1,0
"4573 shawnee way, pleasanton, ca 94588",Townhouse,94588,530000,3,2,1130,901,91,469,285.0,37.6915509,-121.880413,50,9,6,1,134451,85.91,87.06,84.76,1,0
"1033 riesling dr, pleasanton, ca 94566",Single Family Residential,94566,1305000,4,2,2012,9054,129,649,0.0,37.6565863,-121.8544597,55,8,9,0,126782,80.07,79.57,80.57,1,0
"4331 douglas ct, pleasanton, ca 94588",Single Family Residential,94588,990000,3,2,1555,7000,119,637,0.0,37.6854738,-121.90824170000002,52,9,6,1,134451,85.91,87.06,84.76,1,0
"2130 pomezia ct, pleasanton, ca 94566",Single Family Residential,94566,1975000,3,3,2627,8345,63,752,240.0,37.6399184,-121.8187612,23,8,9,0,126782,80.07,79.57,80.57,1,0
"5505 black ave, pleasanton, ca 94566",Single Family Residential,94566,612500,3,3,1950,7338,111,314,0.0,37.6715668,-121.8908804,52,8,9,0,126782,80.07,79.57,80.57,1,0
"2528 willowren way, pleasanton, ca 94566",Single Family Residential,94566,1390000,4,2,2024,6825,127,687,0.0,37.678544,-121.8887685,53,8,9,0,126782,80.07,79.57,80.57,1,0
"1865 rosetree ct, pleasanton, ca 94566",Single Family Residential,94566,1350000,4,3,2344,6736,46,576,0.0,37.6753401,-121.8783413,56,8,9,0,126782,80.07,79.57,80.57,1,0
"694 peters ave, pleasanton, ca 94566",Condo/Co-op,94566,660000,2,2,964,0,58,685,250.0,37.662605,-121.876646,34,8,9,0,126782,80.07,79.57,80.57,1,0
"2290 via espada, pleasanton, ca 94566",Single Family Residential,94566,1200000,4,3,2124,8915,108,565,0.0,37.6666129,-121.8946597,50,8,9,0,126782,80.07,79.57,80.57,1,0
"1417 white stable dr, pleasanton, ca 94566",Single Family Residential,94566,1625000,5,4,3289,8217,168,494,98.0,37.6662203,-121.88763459999998,20,8,9,0,126782,80.07,79.57,80.57,1,0
"2145 armstrong dr, pleasanton, ca 94588",Single Family Residential,94588,800000,2,2,930,3549,91,860,15.0,37.68608320000001,-121.872604,37,9,6,1,134451,85.91,87.06,84.76,1,0
"4047 cristobal way, pleasanton, ca 94566",Single Family Residential,94566,990000,4,2,1737,8532,175,570,0.0,37.6747333,-121.8695364,56,8,9,0,126782,80.07,79.57,80.57,1,0
"7706 redbud ct, pleasanton, ca 94588",Single Family Residential,94588,1107000,4,3,2523,6371,111,439,0.0,37.67533870000001,-121.9176224,51,9,6,1,134451,85.91,87.06,84.76,1,0
"1211 summer ct, pleasanton, ca 94566",Single Family Residential,94566,1378000,4,2,2051,7477,108,672,0.0,37.6672995,-121.8818097,43,8,9,0,126782,80.07,79.57,80.57,1,0
"5393 midvale ct, pleasanton, ca 94588",Single Family Residential,94588,1160000,3,2,1813,9290,177,640,0.0,37.6862172,-121.926378,51,9,6,1,134451,85.91,87.06,84.76,1,0
"2017 kilkare rd, sunol, ca 94586",Single Family Residential,94586,1225000,3,2,1946,13190,84,629,40.0,37.62216420000001,-121.9063845,61,10,1,0,89505,82.0071573604059,87.33157475773004,76.68402976465252,0,0
"7779 forsythia ct, pleasanton, ca 94588",Single Family Residential,94588,1210000,4,2,2004,5996,122,604,44.0,37.6748794,-121.918403,51,9,6,1,134451,85.91,87.06,84.76,1,0
"5854 sterling greens cir, pleasanton, ca 94566",Single Family Residential,94566,1370000,3,2,2401,5500,134,571,54.0,37.6482658,-121.8859895,17,8,9,0,126782,80.07,79.57,80.57,1,0
"1376 w lagoon rd, pleasanton, ca 94566",Single Family Residential,94566,1735000,6,5,3547,7612,136,489,0.0,37.64950579999999,-121.8961713,18,8,9,0,126782,80.07,79.57,80.57,1,0
"3237 northampton ct, pleasanton, ca 94588",Single Family Residential,94588,920000,3,2,1767,6697,172,521,33.0,37.6944016,-121.87069270000002,53,9,6,1,134451,85.91,87.06,84.76,1,0
"2103 raven rd, pleasanton, ca 94566",Single Family Residential,94566,1500000,6,3,2538,7687,106,591,0.0,37.6776745,-121.8818987,54,8,9,0,126782,80.07,79.57,80.57,1,0
"7365 stonedale dr, pleasanton, ca 94588",Townhouse,94588,710000,2,2,1502,1460,18,473,350.0,37.689785,-121.919521,32,9,6,1,134451,85.91,87.06,84.76,1,0
"2450 tapestry way, pleasanton, ca 94566",Single Family Residential,94566,1100000,4,2,1838,5102,176,598,135.0,37.6571445,-121.9038627,26,8,9,0,126782,80.07,79.57,80.57,1,0
"6654 calle altamira, pleasanton, ca 94566",Single Family Residential,94566,1414000,5,2,2415,8000,78,586,42.0,37.6642393,-121.9009285,48,8,9,0,126782,80.07,79.57,80.57,1,0
"4189 garatti ct, pleasanton, ca 94566",Single Family Residential,94566,1335000,4,2,1902,8303,29,702,0.0,37.6779246,-121.8690028,37,8,9,0,126782,80.07,79.57,80.57,1,0
"1552 poppybank ct, pleasanton, ca 94566",Single Family Residential,94566,870000,3,2,1484,2850,39,586,276.0,37.679268,-121.86685,32,8,9,0,126782,80.07,79.57,80.57,1,0
"4025 chalk hill way, dublin, ca 94568",Single Family Residential,94568,1050000,4,2,2069,2726,157,507,232.0,37.737183,-121.8719378,4,8,11,1,119637,83.72,94.25,73.19,0,0
"7278 carneros ln, dublin, ca 94568",Single Family Residential,94568,1007000,4,4,2210,1680,157,456,215.0,37.7369945,-121.8744678,4,8,11,1,119637,83.72,94.25,73.19,0,0
"4036 st helena way, dublin, ca 94568",Single Family Residential,94568,1120000,3,2,2258,2760,66,496,234.0,37.736116,-121.872661,2,8,11,1,119637,83.72,94.25,73.19,0,0
"3298 burgundy dr, pleasanton, ca 94566",Single Family Residential,94566,1350000,4,3,2373,9908,119,569,0.0,37.6620283,-121.8518578,49,8,9,0,126782,80.07,79.57,80.57,1,0
"4055 peregrine way, pleasanton, ca 94566",Single Family Residential,94566,860000,3,2,1246,3486,126,690,0.0,37.6787346,-121.8684247,43,8,9,0,126782,80.07,79.57,80.57,1,0
"3325 newport st, pleasanton, ca 94566",Single Family Residential,94566,1367000,2,2,2372,5132,130,576,225.0,37.6798218,-121.8584626,8,8,9,0,126782,80.07,79.57,80.57,1,0
"4581 shearwater rd, pleasanton, ca 94566",Single Family Residential,94566,1260000,4,3,2146,6746,112,587,0.0,37.6804282,-121.8789639,50,8,9,0,126782,80.07,79.57,80.57,1,0
"3420 pickens ln, pleasanton, ca 94588",Townhouse,94588,995000,4,2,1856,2843,112,536,210.0,37.69439600000001,-121.8776743,23,9,6,1,134451,85.91,87.06,84.76,1,0
"3710 oak brook ct, pleasanton, ca 94588",Single Family Residential,94588,1150000,3,2,1668,6914,126,689,33.0,37.6967654,-121.8660676,48,9,6,1,134451,85.91,87.06,84.76,1,0
"2530 glen isle ave, pleasanton, ca 94588",Single Family Residential,94588,1059000,4,2,2330,3397,89,455,214.0,37.6888475,-121.8688579,28,9,6,1,134451,85.91,87.06,84.76,1,0
"3429 kamp dr, pleasanton, ca 94588",Single Family Residential,94588,1510000,5,3,2541,9706,111,594,0.0,37.6803145,-121.8667792,32,9,6,1,134451,85.91,87.06,84.76,1,0
"3614 chillingham ct, pleasanton, ca 94588",Single Family Residential,94588,1400000,4,2,2104,7362,3,665,33.0,37.6961276,-121.8740946,52,9,6,1,134451,85.91,87.06,84.76,1,0
"4419 shearwater ct, pleasanton, ca 94566",Single Family Residential,94566,1475000,4,2,2193,14296,77,673,0.0,37.6804575,-121.8756955,50,8,9,0,126782,80.07,79.57,80.57,1,0
"2289 delucchi dr, pleasanton, ca 94588",Single Family Residential,94588,1100000,4,2,1738,3731,1,633,12.0,37.6862268,-121.8716988,36,9,6,1,134451,85.91,87.06,84.76,1,0
"3428 virgil cir, pleasanton, ca 94588",Single Family Residential,94588,1270000,4,2,2054,9070,98,618,0.0,37.6789288,-121.900973,40,9,6,1,134451,85.91,87.06,84.76,1,0
"3599 carlsbad ct, pleasanton, ca 94588",Single Family Residential,94588,1113000,3,2,2058,7718,91,541,0.0,37.6781602,-121.9037738,52,9,6,1,134451,85.91,87.06,84.76,1,0
"3279 cheryl cir, pleasanton, ca 94588",Single Family Residential,94588,1237000,3,2,1673,7943,45,739,0.0,37.6813014,-121.8989945,36,9,6,1,134451,85.91,87.06,84.76,1,0
"2748 calle de la loma, pleasanton, ca 94566",Single Family Residential,94566,1715000,5,3,3200,7127,50,536,0.0,37.6707888,-121.90204,32,8,9,0,126782,80.07,79.57,80.57,1,0
"7887 medinah ct, pleasanton, ca 94588",Single Family Residential,94588,1495000,4,3,3021,5949,57,495,380.0,37.6481749,-121.9020844,27,9,6,1,134451,85.91,87.06,84.76,1,0
"3002 paseo granada, pleasanton, ca 94566",Single Family Residential,94566,1446125,5,3,3100,7000,168,466,0.0,37.6700834,-121.9017732,32,8,9,0,126782,80.07,79.57,80.57,1,0
"6025 via de los cerros, pleasanton, ca 94566",Single Family Residential,94566,825000,2,2,1241,4094,143,665,0.0,37.67220560000001,-121.8998504,36,8,9,0,126782,80.07,79.57,80.57,1,0
"1504 brookline loop, pleasanton, ca 94566",Single Family Residential,94566,1750000,4,4,3673,4000,100,476,271.0,37.6549977,-121.8958284,5,8,9,0,126782,80.07,79.57,80.57,1,0
"9044 longview dr, pleasanton, ca 94588",Single Family Residential,94588,1575000,4,4,3318,5760,39,475,0.0,37.6467779,-121.9087751,42,9,6,1,134451,85.91,87.06,84.76,1,0
"7961 spyglass ct, pleasanton, ca 94588",Single Family Residential,94588,1290000,3,2,2523,6766,65,511,380.0,37.6476639,-121.9032848,30,9,6,1,134451,85.91,87.06,84.76,1,0
"8104 ensenada dr #2, pleasanton, ca 94588",Condo/Co-op,94588,499000,2,1,903,0,98,553,340.0,37.6507347,-121.9043962,49,9,6,1,134451,85.91,87.06,84.76,1,0
"2435 crestline rd, pleasanton, ca 94566",Single Family Residential,94566,1305000,4,2,1894,7527,52,689,0.0,37.6786902,-121.8877236,54,8,9,0,126782,80.07,79.57,80.57,1,0
"1331 valley ave, pleasanton, ca 94566",Single Family Residential,94566,1410000,4,2,2780,5465,126,507,110.0,37.653922,-121.893868,18,8,9,0,126782,80.07,79.57,80.57,1,0
"2248 crestline rd, pleasanton, ca 94566",Single Family Residential,94566,1310000,4,2,2303,6935,147,569,0.0,37.6753495,-121.8882571,56,8,9,0,126782,80.07,79.57,80.57,1,0
"248 tomas way, pleasanton, ca 94566",Single Family Residential,94566,1245000,3,2,1600,4663,84,778,65.0,37.6495398,-121.87914170000002,37,8,9,0,126782,80.07,79.57,80.57,1,0
"2626 laramie gate cir, pleasanton, ca 94566",Single Family Residential,94566,1117000,3,2,1614,8989,114,692,0.0,37.68571370000001,-121.8796754,36,8,9,0,126782,80.07,79.57,80.57,1,0
"2318 tanager dr, pleasanton, ca 94566",Single Family Residential,94566,950000,4,2,1650,8392,163,576,0.0,37.6820334,-121.8779189,51,8,9,0,126782,80.07,79.57,80.57,1,0
"1872 w lagoon rd, pleasanton, ca 94566",Single Family Residential,94566,1880000,5,4,3722,7038,101,505,0.0,37.6516741,-121.8987278,17,8,9,0,126782,80.07,79.57,80.57,1,0
"1225 royal creek ct, pleasanton, ca 94566",Single Family Residential,94566,1615000,5,4,3265,6103,37,495,0.0,37.6480986,-121.8954378,17,8,9,0,126782,80.07,79.57,80.57,1,0
"6768 paseo san leon, pleasanton, ca 94566",Single Family Residential,94566,1350000,4,3,2634,5000,91,513,0.0,37.6743389,-121.9040405,32,8,9,0,126782,80.07,79.57,80.57,1,0
"4754 mason st, pleasanton, ca 94588",Single Family Residential,94588,904800,3,2,1579,6500,155,573,0.0,37.6885019,-121.9119092,45,9,6,1,134451,85.91,87.06,84.76,1,0
"6461 inglewood dr, pleasanton, ca 94588",Single Family Residential,94588,971000,3,2,1436,6363,91,676,0.0,37.6876999,-121.9091085,53,9,6,1,134451,85.91,87.06,84.76,1,0
"1363 vailwood ct, pleasanton, ca 94566",Single Family Residential,94566,1200000,4,3,2110,9515,128,569,0.0,37.6698455,-121.8811205,52,8,9,0,126782,80.07,79.57,80.57,1,0
"5589 corte sonora, pleasanton, ca 94566",Single Family Residential,94566,1130000,3,2,1886,7240,148,599,0.0,37.6693593,-121.8908804,53,8,9,0,126782,80.07,79.57,80.57,1,0
"4453 comanche way, pleasanton, ca 94588",Condo/Co-op,94588,540000,2,1,884,1656,78,611,292.0,37.691182,-121.87927,50,9,6,1,134451,85.91,87.06,84.76,1,0
"5838 arthur dr, pleasanton, ca 94588",Single Family Residential,94588,1450000,4,3,2347,8930,78,618,0.0,37.6803888,-121.8991057,37,9,6,1,134451,85.91,87.06,84.76,1,0
"1679 tanglewood ct, pleasanton, ca 94566",Single Family Residential,94566,1400000,4,2,2076,7280,31,674,0.0,37.6717636,-121.8836995,57,8,9,0,126782,80.07,79.57,80.57,1,0
"5702 san carlos way, pleasanton, ca 94566",Single Family Residential,94566,1300000,3,2,2547,7348,18,510,0.0,37.647286,-121.8777402,49,8,9,0,126782,80.07,79.57,80.57,1,0
"2281 doccia ct, pleasanton, ca 94566",Single Family Residential,94566,1900000,5,3,3396,9151,45,559,240.0,37.6407944,-121.8186499,24,8,9,0,126782,80.07,79.57,80.57,1,0
"2341 romano cir, pleasanton, ca 94566",Single Family Residential,94566,1875000,4,4,3538,9484,137,530,240.0,37.6392801,-121.818205,20,8,9,0,126782,80.07,79.57,80.57,1,0
"865 concord st, pleasanton, ca 94566",Single Family Residential,94566,1275000,4,2,1993,11416,91,640,0.0,37.6585541,-121.8571283,46,8,9,0,126782,80.07,79.57,80.57,1,0
"169 wild flower ln, pleasanton, ca 94566",Single Family Residential,94566,1040000,4,3,1986,3863,171,524,90.0,37.664572,-121.8600192,30,8,9,0,126782,80.07,79.57,80.57,1,0
"2264 raven rd, pleasanton, ca 94566",Single Family Residential,94566,1400000,4,2,2046,7307,95,684,0.0,37.6779703,-121.8838996,54,8,9,0,126782,80.07,79.57,80.57,1,0
"456 amaral cir, pleasanton, ca 94566",Single Family Residential,94566,1150000,4,2,1411,6615,31,815,0.0,37.6609625,-121.8658008,69,8,9,0,126782,80.07,79.57,80.57,1,0
"3469 bernal, pleasanton, ca 94566",Single Family Residential,94566,789000,2,1,923,7788,99,855,0.0,37.6634012,-121.856817,70,8,9,0,126782,80.07,79.57,80.57,1,0
"4050 rennellwood way, pleasanton, ca 94566",Single Family Residential,94566,930000,3,2,1614,3486,147,576,0.0,37.6796001,-121.8700256,45,8,9,0,126782,80.07,79.57,80.57,1,0
"671 concord pl, pleasanton, ca 94566",Townhouse,94566,572000,2,2,1096,829,91,522,298.0,37.6607132,-121.8557045,36,8,9,0,126782,80.07,79.57,80.57,1,0
"523 saint john st, pleasanton, ca 94566",Townhouse,94566,730000,2,2,1287,1151,151,567,544.0,37.6647887,-121.8758511,32,8,9,0,126782,80.07,79.57,80.57,1,0
"1639 bivar ct, pleasanton, ca 94566",Single Family Residential,94566,934000,3,2,1104,6912,121,846,0.0,37.67565250000001,-121.8703369,56,8,9,0,126782,80.07,79.57,80.57,1,0
"5122 black ave, pleasanton, ca 94566",Single Family Residential,94566,1280000,4,2,1675,8362,57,764,0.0,37.6720048,-121.88532250000002,57,8,9,0,126782,80.07,79.57,80.57,1,0
"2442 crestline rd, pleasanton, ca 94566",Single Family Residential,94566,1178000,3,2,1730,8240,91,681,0.0,37.6792568,-121.8874568,54,8,9,0,126782,80.07,79.57,80.57,1,0
"4332 2nd st, pleasanton, ca 94566",Single Family Residential,94566,1504332,3,2,1878,7500,176,801,0.0,37.6610628,-121.8705831,70,8,9,0,126782,80.07,79.57,80.57,1,0
"4613 shasta ct, pleasanton, ca 94566",Single Family Residential,94566,1025000,3,2,1813,8184,92,565,0.0,37.6841656,-121.87854140000002,50,8,9,0,126782,80.07,79.57,80.57,1,0
"4129 school st, pleasanton, ca 94566",Single Family Residential,94566,1110000,3,2,1777,6370,134,625,0.0,37.668913,-121.870537,66,8,9,0,126782,80.07,79.57,80.57,1,0
"819 division st, pleasanton, ca 94566",Condo/Co-op,94566,406500,1,1,600,0,45,678,494.0,37.6647633,-121.880787,62,8,9,0,126782,80.07,79.57,80.57,1,0
"4827 ganner ct, pleasanton, ca 94566",Single Family Residential,94566,1610000,4,4,3059,9855,39,526,0.0,37.6824901,-121.8818097,50,8,9,0,126782,80.07,79.57,80.57,1,0
"1807 begonia ct, pleasanton, ca 94588",Single Family Residential,94588,1688000,4,3,2541,7879,43,664,0.0,37.6809344,-121.8675797,32,9,6,1,134451,85.91,87.06,84.76,1,0
"4007 suffolk way, pleasanton, ca 94588",Single Family Residential,94588,1250000,4,3,2440,6957,84,512,31.0,37.6924135,-121.8709595,53,9,6,1,134451,85.91,87.06,84.76,1,0
"188 valletta ln, pleasanton, ca 94566",Single Family Residential,94566,810000,3,3,1755,2018,95,462,0.0,37.66245670000001,-121.8699811,5,8,9,0,126782,80.07,79.57,80.57,1,0
"274 birch creek dr, pleasanton, ca 94566",Townhouse,94566,725000,2,2,1221,1237,102,594,379.0,37.6636305,-121.8646445,35,8,9,0,126782,80.07,79.57,80.57,1,0
"286 birch creek dr, pleasanton, ca 94566",Townhouse,94566,619000,2,2,860,1823,94,720,350.0,37.663399,-121.864428,35,8,9,0,126782,80.07,79.57,80.57,1,0
"4018 san giorgio ct, pleasanton, ca 94588",Townhouse,94588,830000,3,2,1503,1184,92,552,239.0,37.69403,-121.891831,24,9,6,1,134451,85.91,87.06,84.76,1,0
"3973 eilene ct, pleasanton, ca 94588",Single Family Residential,94588,885000,2,2,1314,4678,64,674,0.0,37.6843917,-121.8705148,32,9,6,1,134451,85.91,87.06,84.76,1,0
"220 kottinger dr, pleasanton, ca 94566",Single Family Residential,94566,850000,2,1,869,3056,21,978,0.0,37.6620404,-121.8698279,28,8,9,0,126782,80.07,79.57,80.57,1,0
"4099 stanley blvd, pleasanton, ca 94566",Townhouse,94566,850000,3,2,1456,1730,32,584,319.0,37.6666663,-121.8706037,33,8,9,0,126782,80.07,79.57,80.57,1,0
"2665 starling ct, pleasanton, ca 94566",Single Family Residential,94566,1520000,4,2,2235,7946,17,680,0.0,37.6782029,-121.889591,53,8,9,0,126782,80.07,79.57,80.57,1,0
"282 trenton cir, pleasanton, ca 94566",Single Family Residential,94566,899000,3,2,1075,3700,17,836,110.0,37.667752,-121.8681134,27,8,9,0,126782,80.07,79.57,80.57,1,0
"5586 black, pleasanton, ca 94566",Single Family Residential,94566,1217000,3,2,1673,6915,21,727,0.0,37.6704228,-121.8913251,52,8,9,0,126782,80.07,79.57,80.57,1,0
"2964 garden creek cir, pleasanton, ca 94588",Single Family Residential,94588,1120000,4,2,2330,4744,16,481,215.0,37.6910353,-121.8694475,28,9,6,1,134451,85.91,87.06,84.76,1,0
"3861 stone pointe way, pleasanton, ca 94588",Single Family Residential,94588,1080000,3,2,1504,4017,17,718,167.0,37.6901225,-121.8701813,28,9,6,1,134451,85.91,87.06,84.76,1,0
"2290 kilkare rd, sunol, ca 94586",Single Family Residential,94586,700000,2,1,1080,6006,25,648,40.0,37.6257009,-121.9114646,43,10,1,0,89505,82.0071573604059,87.33157475773004,76.68402976465252,0,0
"766 neal pl, pleasanton, ca 94566",Single Family Residential,94566,1200000,5,3,2220,7244,150,541,0.0,37.6563723,-121.8645111,53,8,9,0,126782,80.07,79.57,80.57,1,0
"750 bonita ave, pleasanton, ca 94566",Single Family Residential,94566,1000000,4,2,2109,8400,95,474,0.0,37.6568162,-121.8635327,53,8,9,0,126782,80.07,79.57,80.57,1,0
"5703 san antonio st, pleasanton, ca 94566",Single Family Residential,94566,1192000,4,2,1877,6825,171,635,0.0,37.6471528,-121.8756288,52,8,9,0,126782,80.07,79.57,80.57,1,0
"500 e angela, pleasanton, ca 94566",Single Family Residential,94566,1079000,3,2,1359,5410,133,794,0.0,37.6568274,-121.8715163,78,8,9,0,126782,80.07,79.57,80.57,1,0
"4233 sharab ct, pleasanton, ca 94566",Single Family Residential,94566,1215000,4,3,1825,15000,109,666,0.0,37.656974,-121.8625098,56,8,9,0,126782,80.07,79.57,80.57,1,0
"6523 amber ln, pleasanton, ca 94566",Single Family Residential,94566,1325000,3,2,1885,11731,66,703,0.0,37.6408666,-121.877363,53,8,9,0,126782,80.07,79.57,80.57,1,0
"924 e mockingbird ln, pleasanton, ca 94566",Single Family Residential,94566,1885000,3,2,1600,5760,112,1178,0.0,37.6393428,-121.8723506,53,8,9,0,126782,80.07,79.57,80.57,1,0
"725 crystal ln, pleasanton, ca 94566",Single Family Residential,94566,1675000,4,4,3030,6904,136,553,53.0,37.6502119,-121.8711818,32,8,9,0,126782,80.07,79.57,80.57,1,0
"655 neal st, pleasanton, ca 94566",Single Family Residential,94566,1100000,3,2,1379,7914,106,798,0.0,37.6564283,-121.8666903,64,8,9,0,126782,80.07,79.57,80.57,1,0
"4625 mirador dr, pleasanton, ca 94566",Single Family Residential,94566,1415000,3,2,2240,10987,127,632,0.0,37.65281629999999,-121.8682468,24,8,9,0,126782,80.07,79.57,80.57,1,0
"720 mockingbird ln, pleasanton, ca 94566",Single Family Residential,94566,1550000,4,3,2151,5760,143,721,0.0,37.6401528,-121.8768739,53,8,9,0,126782,80.07,79.57,80.57,1,0
"814 bonde, pleasanton, ca 94566",Single Family Residential,94566,955000,5,2,2165,8390,85,441,0.0,37.6541426,-121.8649558,58,8,9,0,126782,80.07,79.57,80.57,1,0
"950 sunset creek ln, pleasanton, ca 94566",Single Family Residential,94566,1850000,5,4,3246,12535,161,570,85.0,37.6445904,-121.8715154,21,8,9,0,126782,80.07,79.57,80.57,1,0
"572 sycamore rd, pleasanton, ca 94566",Single Family Residential,94566,1850000,5,3,2600,21747,21,712,0.0,37.6429591,-121.8766365,23,8,9,0,126782,80.07,79.57,80.57,1,0
"878 sylvaner dr, pleasanton, ca 94566",Single Family Residential,94566,1220000,4,2,1601,7221,91,762,0.0,37.6604133,-121.8490112,46,8,9,0,126782,80.07,79.57,80.57,1,0
"638 marsala ct, pleasanton, ca 94566",Single Family Residential,94566,1327638,4,2,2050,14399,112,648,0.0,37.6637606,-121.84883329999998,48,8,9,0,126782,80.07,79.57,80.57,1,0
"7222 carneros ln, dublin, ca 94568",Single Family Residential,94568,980000,4,4,2210,1850,100,443,232.0,37.736436,-121.874492,3,8,11,1,119637,83.72,94.25,73.19,0,0
"7052 kylemore cir, dublin, ca 94568",Single Family Residential,94568,1479800,4,3,2998,4746,63,494,220.0,37.73556,-121.868705,4,8,11,1,119637,83.72,94.25,73.19,0,0
"7374 mount veeder rd, dublin, ca 94568",Single Family Residential,94568,1150000,4,3,2156,2990,136,533,237.0,37.737721,-121.875146,3,8,11,1,119637,83.72,94.25,73.19,0,0
"60 sunflower hill way, pleasanton, ca 94566",Single Family Residential,94566,1265950,4,3,2301,2688,14,550,189.0,37.666943,-121.864692,1,8,9,0,126782,80.07,79.57,80.57,1,0
"8020 mountain view dr unit b, pleasanton, ca 94588",Condo/Co-op,94588,670000,3,2,1257,0,65,533,564.0,37.6967005,-121.9475811,30,9,6,1,134451,85.91,87.06,84.76,1,0
